Date,MLD_median
01-Dec-2014,32.6477012634277
01-Jan-2015,48.2441864013672
01-Feb-2015,65.8814010620117
01-Mar-2015,142.909652709961
01-Apr-2015,21.1321182250977
01-May-2015,16.5950355529785
01-Jun-2015,11.9672508239746
01-Jul-2015,12.7794466018677
01-Aug-2015,18.915994644165
01-Sep-2015,22.6089820861816
01-Oct-2015,24.3859004974365
01-Nov-2015,29.120210647583
01-Dec-2015,22.9945335388184
01-Jan-2016,32.6381225585938
01-Feb-2016,67.6806488037109
01-Mar-2016,68.514892578125
01-Apr-2016,21.3241519927979
01-May-2016,18.467529296875
01-Jun-2016,12.5558490753174
01-Jul-2016,14.1484203338623
01-Aug-2016,14.9336624145508
01-Sep-2016,17.7455348968506
01-Oct-2016,19.674633026123
01-Nov-2016,27.5488929748535
01-Dec-2016,22.4545841217041
01-Jan-2017,38.9969444274902
01-Feb-2017,37.6854515075684
01-Mar-2017,22.1121978759766
01-Apr-2017,24.22145652771
01-May-2017,17.6834335327148
01-Jun-2017,11.9686336517334
01-Jul-2017,14.778413772583
01-Aug-2017,14.3225564956665
01-Sep-2017,25.1062145233154
01-Oct-2017,24.1652660369873
01-Nov-2017,32.5033760070801
01-Dec-2017,115.805450439453
01-Jan-2018,47.0545196533203
01-Feb-2018,74.6292266845703
01-Mar-2018,54.053409576416
01-Apr-2018,20.4566688537598
01-May-2018,12.5920295715332
01-Jun-2018,11.9167289733887
01-Jul-2018,12.0354471206665
01-Aug-2018,14.9482374191284
01-Sep-2018,16.474609375
01-Oct-2018,18.4412708282471
01-Nov-2018,26.3617610931396
01-Dec-2018,40.2758102416992
01-Jan-2019,59.0569343566895
01-Feb-2019,70.6960601806641
01-Mar-2019,36.5137939453125
01-Apr-2019,18.7394123077393
01-May-2019,19.4511299133301
01-Jun-2019,11.9846296310425
01-Jul-2019,12.4732933044434
01-Aug-2019,13.1695280075073
01-Sep-2019,17.3691368103027
01-Oct-2019,20.3431015014648
01-Nov-2019,36.7742919921875
01-Dec-2019,41.739185333252
01-Jan-2020,30.6377925872803
01-Feb-2020,29.5404834747314
01-Mar-2020,23.8262252807617
01-Apr-2020,13.435809135437
01-May-2020,12.9585103988647
01-Jun-2020,16.0332412719727
01-Jul-2020,13.6350297927856
01-Aug-2020,14.6514749526978
01-Sep-2020,18.8422813415527
01-Oct-2020,21.7367134094238
01-Nov-2020,17.0638008117676
01-Dec-2020,35.162914276123
01-Jan-2021,47.5172157287598
01-Feb-2021,29.4873504638672
01-Mar-2021,22.6100692749023
01-Apr-2021,22.1628704071045
01-May-2021,15.8693838119507
01-Jun-2021,11.9085483551025
01-Jul-2021,13.0306825637817
01-Aug-2021,15.3504590988159
01-Sep-2021,17.0779476165771
01-Oct-2021,24.0997676849365
01-Nov-2021,20.0277881622314
01-Dec-2021,38.7945175170898
01-Jan-2022,93.2560958862305
01-Feb-2022,93.2002944946289
01-Mar-2022,21.3678092956543
01-Apr-2022,20.7279224395752
01-May-2022,11.9343204498291
01-Jun-2022,11.9513711929321
01-Jul-2022,12.1904487609863
01-Aug-2022,14.9853363037109
01-Sep-2022,20.3706874847412
01-Oct-2022,23.4492702484131
01-Nov-2022,30.2493991851807
01-Dec-2022,39.4514427185059
