Date,MLD
01-Jan-2013,231.425549714462
01-Feb-2013,376.300320832626
01-Mar-2013,199.395924443784
01-Apr-2013,17.7803151503853
01-May-2013,13.1004297007685
01-Jun-2013,12.4899675535119
01-Jul-2013,11.9089116220889
01-Aug-2013,11.9091292256894
01-Sep-2013,13.4363434833029
01-Oct-2013,17.1319489686385
01-Nov-2013,22.0900144162385
01-Dec-2013,41.4264290851095
01-Jan-2014,58.3334531369417
01-Feb-2014,60.8085303928541
01-Mar-2014,50.0717989050824
01-Apr-2014,19.18620068094
01-May-2014,13.7196020458056
01-Jun-2014,11.8898190622744
01-Jul-2014,11.8806273418924
01-Aug-2014,11.8858141691788
01-Sep-2014,12.0936995796535
01-Oct-2014,13.8806266784668
01-Nov-2014,18.2825596021569
01-Dec-2014,30.409748243249
01-Jan-2015,90.915966199792
01-Feb-2015,152.659481546153
01-Mar-2015,117.516311313795
01-Apr-2015,42.7954574253248
01-May-2015,12.0483302655427
01-Jun-2015,11.9952329138051
01-Jul-2015,11.8984717493472
01-Aug-2015,11.8790415058965
01-Sep-2015,12.0834134143332
01-Oct-2015,13.8247775202212
01-Nov-2015,24.8402844304624
01-Dec-2015,45.4240235038426
01-Jan-2016,120.648311780847
01-Feb-2016,167.191887233568
01-Mar-2016,149.067629606827
01-Apr-2016,16.4567796458369
01-May-2016,12.6979690220045
01-Jun-2016,11.9001149716585
01-Jul-2016,11.9661356055218
01-Aug-2016,11.8767883051997
01-Sep-2016,12.2840447218522
01-Oct-2016,17.0268782325413
01-Nov-2016,26.2740587980851
01-Dec-2016,61.6560592651367
01-Jan-2017,289.951487002165
01-Feb-2017,208.145217232082
01-Mar-2017,60.916013966436
01-Apr-2017,21.5123233795166
01-May-2017,13.1809780286706
01-Jun-2017,11.885772663614
01-Jul-2017,11.8946825939676
01-Aug-2017,12.3995977899303
01-Sep-2017,14.6340727598771
01-Oct-2017,20.4254183561906
01-Nov-2017,28.3517318393873
01-Dec-2017,135.269178639288
01-Jan-2018,264.032113780146
01-Feb-2018,434.440610139266
01-Mar-2018,182.455373017684
01-Apr-2018,18.4431653644728
01-May-2018,11.936321300009
01-Jun-2018,11.8733237722646
01-Jul-2018,11.8731787723044
01-Aug-2018,11.872055509816
01-Sep-2018,13.0396612001502
01-Oct-2018,16.9262516602226
01-Nov-2018,24.8787635305653
01-Dec-2018,44.0883326323136
01-Jan-2019,176.331611965014
01-Feb-2019,268.151271654212
01-Mar-2019,79.3396775618843
01-Apr-2019,18.5628125563912
01-May-2019,14.338194059289
01-Jun-2019,11.8778268979943
01-Jul-2019,11.8714027404785
01-Aug-2019,11.8773509315822
01-Sep-2019,12.5137893427973
01-Oct-2019,13.9978063002877
01-Nov-2019,24.71041463769
01-Dec-2019,49.3407491601032
01-Jan-2020,133.8712569527
01-Feb-2020,209.279690949813
01-Mar-2020,132.18838434634
01-Apr-2020,40.4215330870255
01-May-2020,13.3693429283474
01-Jun-2020,12.2735073670097
01-Jul-2020,11.9559747447138
01-Aug-2020,12.0278574487437
01-Sep-2020,13.0644351295803
01-Oct-2020,20.4684055991795
01-Nov-2020,26.6499550031579
01-Dec-2020,45.4553297291631
01-Jan-2021,108.437636997389
01-Feb-2021,184.228576660156
01-Mar-2021,206.651163515837
01-Apr-2021,64.2689612015434
01-May-2021,12.4604529919832
01-Jun-2021,11.9142645545628
01-Jul-2021,11.8779030260832
01-Aug-2021,11.880786895752
01-Sep-2021,15.2793333219445
01-Oct-2021,18.9005872477656
01-Nov-2021,25.6932566269584
01-Dec-2021,63.252698317818
01-Jan-2022,189.714795651643
01-Feb-2022,321.608580216118
01-Mar-2022,242.371559474779
01-Apr-2022,39.7967320317807
01-May-2022,11.9713598334271
01-Jun-2022,11.8663094976674
01-Jul-2022,11.9201853378959
01-Aug-2022,12.1610973606939
01-Sep-2022,13.8489831426869
01-Oct-2022,17.3565307285475
01-Nov-2022,27.3525710727858
01-Dec-2022,50.7526094187861
