Date,SSS
01-Jan-1999,38.6530332150667
01-Feb-1999,38.656158613122
01-Mar-1999,38.6776786472486
01-Apr-1999,38.7595349187436
01-May-1999,38.7161999578061
01-Jun-1999,38.6942583167035
01-Jul-1999,38.6110337298849
01-Aug-1999,38.6316554857337
01-Sep-1999,38.5785689975904
01-Oct-1999,38.6526308474333
01-Nov-1999,38.5468453117039
01-Dec-1999,38.5887865812882
01-Jan-2000,38.6794353982677
01-Feb-2000,38.7282942067022
01-Mar-2000,38.7308226875637
01-Apr-2000,38.7030724235203
01-May-2000,38.6483442887016
01-Jun-2000,38.7544754691746
01-Jul-2000,38.6778798310653
01-Aug-2000,38.6730729807978
01-Sep-2000,38.7926022073497
01-Oct-2000,38.5703251050866
01-Nov-2000,38.6465492248535
01-Dec-2000,38.6587740027386
01-Jan-2001,38.670028520667
01-Feb-2001,38.6554115958836
01-Mar-2001,38.63013640694
01-Apr-2001,38.6429896147355
01-May-2001,38.5638306659201
01-Jun-2001,38.649356842041
01-Jul-2001,38.6978056534477
01-Aug-2001,38.7268059771994
01-Sep-2001,38.7324155724567
01-Oct-2001,38.6597814145296
01-Nov-2001,38.60067815366
01-Dec-2001,38.6646061772886
01-Jan-2002,38.697797526484
01-Feb-2002,38.7001599850862
01-Mar-2002,38.7093653471574
01-Apr-2002,38.6923317287279
01-May-2002,38.555745166281
01-Jun-2002,38.4571156709091
01-Jul-2002,38.5772015115489
01-Aug-2002,38.4338223001231
01-Sep-2002,38.4242246876592
01-Oct-2002,38.5482701840608
01-Nov-2002,38.570148633874
01-Dec-2002,38.5161170959473
01-Jan-2003,38.6096997468368
01-Feb-2003,38.6599147630774
01-Mar-2003,38.6453653418499
01-Apr-2003,38.6695520152216
01-May-2003,38.6202402529509
01-Jun-2003,38.6222152709961
01-Jul-2003,38.6918404620627
01-Aug-2003,38.8102548018746
01-Sep-2003,38.755056961723
01-Oct-2003,38.7459353571353
01-Nov-2003,38.7325160814368
01-Dec-2003,38.7304544863494
01-Jan-2004,38.7148379450259
01-Feb-2004,38.7163782534392
01-Mar-2004,38.7085456848145
01-Apr-2004,38.7525293101435
01-May-2004,38.7170647330906
01-Jun-2004,38.5531307718028
01-Jul-2004,38.6990235370138
01-Aug-2004,38.7163497261379
01-Sep-2004,38.7672097579293
01-Oct-2004,38.6351487532906
01-Nov-2004,38.5812072753906
01-Dec-2004,38.6904618636422
01-Jan-2005,38.7386841152025
01-Feb-2005,38.7228350432023
01-Mar-2005,38.7183355248493
01-Apr-2005,38.7381978242294
01-May-2005,38.714201885721
01-Jun-2005,38.6534665978473
01-Jul-2005,38.6269614178201
01-Aug-2005,38.7646462813668
01-Sep-2005,38.7516059875488
01-Oct-2005,38.6080431730851
01-Nov-2005,38.5877854720406
01-Dec-2005,38.6896065421726
01-Jan-2006,38.7305282924486
01-Feb-2006,38.7642573481021
01-Mar-2006,38.7354003242824
01-Apr-2006,38.7424779145614
01-May-2006,38.6657885675845
01-Jun-2006,38.683696249257
01-Jul-2006,38.5618299401325
01-Aug-2006,38.4448630291483
01-Sep-2006,38.5404860455057
01-Oct-2006,38.5187104266623
01-Nov-2006,38.613559557044
01-Dec-2006,38.5867764016856
01-Jan-2007,38.6484454611073
01-Feb-2007,38.7038189431895
01-Mar-2007,38.6473179692807
01-Apr-2007,38.5984394239343
01-May-2007,38.5597194174062
01-Jun-2007,38.525377024775
01-Jul-2007,38.720623679783
01-Aug-2007,38.8237332883089
01-Sep-2007,38.8643629654594
01-Oct-2007,38.6477851867676
01-Nov-2007,38.5317774233611
01-Dec-2007,38.602002185324
01-Jan-2008,38.6474383810292
01-Feb-2008,38.6527104585067
01-Mar-2008,38.6130939981212
01-Apr-2008,38.5787212537683
01-May-2008,38.4432117628015
01-Jun-2008,38.3299932065217
01-Jul-2008,38.5086870608122
01-Aug-2008,38.6613804361095
01-Sep-2008,38.6831917140795
01-Oct-2008,38.6537004553753
01-Nov-2008,38.571472665538
01-Dec-2008,38.5559435305388
01-Jan-2009,38.5335623699686
01-Feb-2009,38.5450628529424
01-Mar-2009,38.6015235237453
01-Apr-2009,38.493526790453
01-May-2009,38.3065091008725
01-Jun-2009,38.2817208663277
01-Jul-2009,38.3478149745775
01-Aug-2009,38.4950768843941
01-Sep-2009,38.4709943688434
01-Oct-2009,38.3151427559231
01-Nov-2009,38.3404204327127
01-Dec-2009,38.4019591290018
01-Jan-2010,38.5435596963634
01-Feb-2010,38.5517692565918
01-Mar-2010,38.4970452681832
01-Apr-2010,38.4014177737029
01-May-2010,38.4155532173488
01-Jun-2010,38.3744105463443
01-Jul-2010,38.3140713235606
01-Aug-2010,38.3326072692871
01-Sep-2010,38.3331944009532
01-Oct-2010,38.3561592102051
01-Nov-2010,38.3172033558721
01-Dec-2010,38.3833815533182
01-Jan-2011,38.5230235224185
01-Feb-2011,38.5628932455312
01-Mar-2011,38.5240566419519
01-Apr-2011,38.5635740860649
01-May-2011,38.5254934559698
01-Jun-2011,38.5348137565281
01-Jul-2011,38.4726240738578
01-Aug-2011,38.5616577811863
01-Sep-2011,38.6535740727964
01-Oct-2011,38.6774195795474
01-Nov-2011,38.5964914404828
01-Dec-2011,38.6344962742018
01-Jan-2012,38.6708392267642
01-Feb-2012,38.6571341804836
01-Mar-2012,38.6633995719578
01-Apr-2012,38.6792416779891
01-May-2012,38.8037533967391
01-Jun-2012,38.7788080961808
01-Jul-2012,38.8193702697754
01-Aug-2012,38.8014969203783
01-Sep-2012,38.8745813784392
01-Oct-2012,38.7991417594578
