Date,SSS
01-Nov-2012,38.6504465186078
01-Dec-2012,38.7812898055367
01-Jan-2013,38.7986584538999
01-Feb-2013,38.7676859316619
01-Mar-2013,38.7750589121943
01-Apr-2013,38.8001589567765
01-May-2013,38.7308208631433
01-Jun-2013,38.6485738339631
01-Jul-2013,38.292105799136
01-Aug-2013,38.4748825404955
01-Sep-2013,38.6445622651473
01-Oct-2013,38.6942813707435
01-Nov-2013,38.6046898883322
01-Dec-2013,38.6945966637653
01-Jan-2014,38.7183043438455
01-Feb-2014,38.6108937470809
01-Mar-2014,38.6964713386867
01-Apr-2014,38.5619367516559
01-May-2014,38.4487011121667
01-Jun-2014,38.2571147421132
01-Jul-2014,38.3829599463421
01-Aug-2014,38.4452803238578
01-Sep-2014,38.2475259200386
01-Oct-2014,38.3065119204314
