Date,HF
01-Dec-2012,-237.094896429612
01-Jan-2013,-178.244186431523
01-Feb-2013,-122.820150714618
01-Mar-2013,-40.4746172079456
01-Apr-2013,112.591352922643
01-May-2013,115.017816837597
01-Jun-2013,158.708923038287
01-Jul-2013,166.54176804011
01-Aug-2013,97.4778836819494
01-Sep-2013,3.11009753682456
01-Oct-2013,-63.4810144251043
01-Nov-2013,-149.752840185354
01-Dec-2013,-171.323115051028
01-Jan-2014,-140.630199688697
01-Feb-2014,-99.6017220237038
01-Mar-2014,-11.8112860685104
01-Apr-2014,51.4383426259158
01-May-2014,115.176957066351
01-Jun-2014,170.755672801625
01-Jul-2014,144.602583074758
01-Aug-2014,111.785180344412
01-Sep-2014,-13.4673234033785
01-Oct-2014,-66.1113252375908
