Date,NH4
01-Jan-1999,0.167697128990842
01-Feb-1999,0.137525734443681
01-Mar-1999,0.099863146958845
01-Apr-1999,0.0967345632600471
01-May-1999,0.134761437142729
01-Jun-1999,0.144183388358028
01-Jul-1999,0.148521540667474
01-Aug-1999,0.14239914358958
01-Sep-1999,0.136236104973602
01-Oct-1999,0.138135661191318
01-Nov-1999,0.14234054290162
01-Dec-1999,0.139541990204706
01-Jan-2000,0.142926168173792
01-Feb-2000,0.0970446332017353
01-Mar-2000,0.067329491940231
01-Apr-2000,0.0791981605654878
01-May-2000,0.155713070180706
01-Jun-2000,0.156890060663899
01-Jul-2000,0.163152206349688
01-Aug-2000,0.160824804538649
01-Sep-2000,0.157532942178331
01-Oct-2000,0.157491217052386
01-Nov-2000,0.150301106380921
01-Dec-2000,0.150114704055423
01-Jan-2001,0.155556861740626
01-Feb-2001,0.130680010247233
01-Mar-2001,0.101138365698294
01-Apr-2001,0.155428553482088
01-May-2001,0.146616409096868
01-Jun-2001,0.15555233531165
01-Jul-2001,0.163304339121105
01-Aug-2001,0.160992179571568
01-Sep-2001,0.155125791042472
01-Oct-2001,0.143987774063605
01-Nov-2001,0.148449460616766
01-Dec-2001,0.156893750652166
01-Jan-2002,0.151200122840399
01-Feb-2002,0.110711217865725
01-Mar-2002,0.109531013761768
01-Apr-2002,0.13242835330713
01-May-2002,0.142271931551129
01-Jun-2002,0.1548898910417
01-Jul-2002,0.157243331765407
01-Aug-2002,0.16009306270374
01-Sep-2002,0.1568592568737
01-Oct-2002,0.153449518086805
01-Nov-2002,0.141499850800408
01-Dec-2002,0.14053240847048
01-Jan-2003,0.131867378024625
01-Feb-2003,0.116594487531998
01-Mar-2003,0.0854617458783243
01-Apr-2003,0.100588281343173
01-May-2003,0.142489973989461
01-Jun-2003,0.145988545999184
01-Jul-2003,0.15062688903457
01-Aug-2003,0.144943365745749
01-Sep-2003,0.14023979633478
01-Oct-2003,0.145343475341734
01-Nov-2003,0.14375026577564
01-Dec-2003,0.143910913302197
01-Jan-2004,0.166297101008007
01-Feb-2004,0.123432699712778
01-Mar-2004,0.0886122049812662
01-Apr-2004,0.14965489906849
01-May-2004,0.144398525921556
01-Jun-2004,0.150787873506997
01-Jul-2004,0.151034325907722
01-Aug-2004,0.139642908582352
01-Sep-2004,0.136534055741718
01-Oct-2004,0.128813609404177
01-Nov-2004,0.130055783701424
01-Dec-2004,0.145949129472342
01-Jan-2005,0.149746613384332
01-Feb-2005,0.126164667954047
01-Mar-2005,0.0899693352167056
01-Apr-2005,0.121006971878952
01-May-2005,0.136938893434456
01-Jun-2005,0.139350704271311
01-Jul-2005,0.144983071781737
01-Aug-2005,0.146468757811519
01-Sep-2005,0.139892372142223
01-Oct-2005,0.133758574231034
01-Nov-2005,0.143280347096234
01-Dec-2005,0.14860135538416
01-Jan-2006,0.15277358734387
01-Feb-2006,0.118412147624177
01-Mar-2006,0.0834109176789455
01-Apr-2006,0.129658207182723
01-May-2006,0.151931566184019
01-Jun-2006,0.152470063013931
01-Jul-2006,0.162178803112759
01-Aug-2006,0.159252790916496
01-Sep-2006,0.152458893806149
01-Oct-2006,0.160997314711854
01-Nov-2006,0.156537410188221
01-Dec-2006,0.145336053769025
01-Jan-2007,0.151414117866179
01-Feb-2007,0.122255725440922
01-Mar-2007,0.0844283477923655
01-Apr-2007,0.109749441694391
01-May-2007,0.148222147016572
01-Jun-2007,0.148443335309747
01-Jul-2007,0.151713131393512
01-Aug-2007,0.144699866223458
01-Sep-2007,0.136495725655288
01-Oct-2007,0.140890803006612
01-Nov-2007,0.148415060045505
01-Dec-2007,0.14509093425347
01-Jan-2008,0.137435015985426
01-Feb-2008,0.114613265236717
01-Mar-2008,0.0771270762753964
01-Apr-2008,0.132221886292382
01-May-2008,0.144278382979221
01-Jun-2008,0.148351013808785
01-Jul-2008,0.151887253471418
01-Aug-2008,0.147451351578812
01-Sep-2008,0.136145832513926
01-Oct-2008,0.139104468505292
01-Nov-2008,0.144002995785751
01-Dec-2008,0.142091701798168
01-Jan-2009,0.14182517184194
01-Feb-2009,0.11664148170554
01-Mar-2009,0.0827972781620867
01-Apr-2009,0.0914621032477058
01-May-2009,0.152190678876615
01-Jun-2009,0.143239794601114
01-Jul-2009,0.145538042637824
01-Aug-2009,0.143208131444949
01-Sep-2009,0.141292123439525
01-Oct-2009,0.143973669495865
01-Nov-2009,0.144732309773942
01-Dec-2009,0.137241718685813
01-Jan-2010,0.128876632295054
01-Feb-2010,0.109173488736743
01-Mar-2010,0.0837589235828649
01-Apr-2010,0.10415589180874
01-May-2010,0.135399702779136
01-Jun-2010,0.131451725052751
01-Jul-2010,0.142894519934995
01-Aug-2010,0.150803846684205
01-Sep-2010,0.160459461559315
01-Oct-2010,0.159935240380173
01-Nov-2010,0.153118142492033
01-Dec-2010,0.146410590347707
01-Jan-2011,0.142705613930124
01-Feb-2011,0.118615770782447
01-Mar-2011,0.0892062669993603
01-Apr-2011,0.107707550585757
01-May-2011,0.13688005642805
01-Jun-2011,0.135802314045975
01-Jul-2011,0.147934784882461
01-Aug-2011,0.138775473691839
01-Sep-2011,0.145346817855654
01-Oct-2011,0.138062071488142
01-Nov-2011,0.143373159048597
01-Dec-2011,0.137124055405291
01-Jan-2012,0.126317153445231
01-Feb-2012,0.0849624365909314
01-Mar-2012,0.0598694990682658
01-Apr-2012,0.101475999261441
01-May-2012,0.150038475998183
01-Jun-2012,0.142631663210225
01-Jul-2012,0.144634897925227
01-Aug-2012,0.139126440299594
01-Sep-2012,0.152287835449651
