Date,NO3
01-Dec-2012,35.9587413448918
01-Jan-2013,59.2456202660256
01-Feb-2013,85.2235217175547
01-Mar-2013,71.8408475129501
01-Apr-2013,21.7557548674383
01-May-2013,8.64226951310675
01-Jun-2013,7.93324968810343
01-Jul-2013,7.00974010294462
01-Aug-2013,8.6334955859049
01-Sep-2013,13.3670869396404
01-Oct-2013,18.4444444310237
01-Nov-2013,30.923094924321
01-Dec-2013,57.7604622651589
01-Jan-2014,86.3217165826174
01-Feb-2014,81.2860344380197
01-Mar-2014,42.2084082259122
01-Apr-2014,15.9899968920673
01-May-2014,10.2848046398343
01-Jun-2014,8.59389017119525
01-Jul-2014,8.58727328132817
01-Aug-2014,8.12393935371211
01-Sep-2014,13.0925210545329
01-Oct-2014,23.8244130868317
01-Nov-2014,38.2315474584107
