Date,NO3
01-Jan-1999,51.3010587421843
01-Feb-1999,127.624024259571
01-Mar-1999,89.0543640439587
01-Apr-1999,30.1129231948708
01-May-1999,8.99537724312853
01-Jun-1999,8.04541933694273
01-Jul-1999,7.36285262657699
01-Aug-1999,8.29869875069602
01-Sep-1999,12.8053020772952
01-Oct-1999,20.7046403758693
01-Nov-1999,32.1446382958857
01-Dec-1999,54.1792034805384
01-Jan-2000,129.10795783636
01-Feb-2000,224.545393426387
01-Mar-2000,152.070534473556
01-Apr-2000,27.2443318394046
01-May-2000,10.3443628826754
01-Jun-2000,9.53456044873128
01-Jul-2000,9.23657066475016
01-Aug-2000,10.8947263331855
01-Sep-2000,16.7218099262403
01-Oct-2000,23.7622439595387
01-Nov-2000,33.3576677390894
01-Dec-2000,51.9448816050654
01-Jan-2001,79.3554076859992
01-Feb-2001,143.164192214129
01-Mar-2001,48.4173513964128
01-Apr-2001,22.3730956800493
01-May-2001,11.8372559971079
01-Jun-2001,8.69201605892362
01-Jul-2001,8.49930155525135
01-Aug-2001,8.07620114144396
01-Sep-2001,10.7681680203386
01-Oct-2001,15.6811368127401
01-Nov-2001,26.7469082058941
01-Dec-2001,50.0249574729761
01-Jan-2002,118.341045978164
01-Feb-2002,78.4562014127273
01-Mar-2002,46.0982873624574
01-Apr-2002,28.5883204094178
01-May-2002,9.6523239517933
01-Jun-2002,8.99752480952185
01-Jul-2002,8.59142654108866
01-Aug-2002,11.7560358155653
01-Sep-2002,16.9871109365741
01-Oct-2002,26.4863710818083
01-Nov-2002,37.8599073774197
01-Dec-2002,54.8055249378226
01-Jan-2003,69.2070710771701
01-Feb-2003,119.751516489992
01-Mar-2003,74.1960147215874
01-Apr-2003,20.4857743701322
01-May-2003,8.79269211413955
01-Jun-2003,8.08382083968539
01-Jul-2003,7.17397503230883
01-Aug-2003,7.09889298440829
01-Sep-2003,10.8630389103592
01-Oct-2003,18.589503627193
01-Nov-2003,24.7013172986151
01-Dec-2003,37.9304937351854
01-Jan-2004,105.865247708413
01-Feb-2004,184.436510096876
01-Mar-2004,65.5583480770061
01-Apr-2004,15.8832242259006
01-May-2004,10.0954490041462
01-Jun-2004,7.46715401701756
01-Jul-2004,6.88517121241088
01-Aug-2004,7.43339115730531
01-Sep-2004,9.84007929764082
01-Oct-2004,14.1857559982906
01-Nov-2004,20.5184858282482
01-Dec-2004,41.8040836024149
01-Jan-2005,74.2764280856444
01-Feb-2005,162.580011219969
01-Mar-2005,93.7006497878884
01-Apr-2005,28.3964236535287
01-May-2005,10.1747118764203
01-Jun-2005,7.56700320324961
01-Jul-2005,6.87168783140994
01-Aug-2005,8.4382014572057
01-Sep-2005,11.0610276440366
01-Oct-2005,15.4123940639099
01-Nov-2005,28.7076370260891
01-Dec-2005,46.4411858701075
01-Jan-2006,116.156341999826
01-Feb-2006,193.061637114036
01-Mar-2006,117.226359772998
01-Apr-2006,18.2530758304271
01-May-2006,10.2537265229541
01-Jun-2006,7.84253215609516
01-Jul-2006,8.709272406277
01-Aug-2006,10.6039038966419
01-Sep-2006,14.9579629429347
01-Oct-2006,32.830601063027
01-Nov-2006,48.3272817860479
01-Dec-2006,69.4106416395797
01-Jan-2007,102.208254073202
01-Feb-2007,176.550140121258
01-Mar-2007,97.9778575212158
01-Apr-2007,37.4043705188484
01-May-2007,10.1441507718063
01-Jun-2007,8.3964358151297
01-Jul-2007,7.22569518549005
01-Aug-2007,9.49411460537541
01-Sep-2007,11.6861950688642
01-Oct-2007,19.4328050433125
01-Nov-2007,32.1721623065566
01-Dec-2007,50.9302462269543
01-Jan-2008,93.121332092862
01-Feb-2008,217.250439014687
01-Mar-2008,92.5149848736076
01-Apr-2008,23.6133014952979
01-May-2008,11.8663297375569
01-Jun-2008,8.2803160400607
01-Jul-2008,7.77011655904846
01-Aug-2008,7.74251072348178
01-Sep-2008,10.0059241482351
01-Oct-2008,16.1976857032127
01-Nov-2008,29.5781779785012
01-Dec-2008,50.834163009557
01-Jan-2009,85.1591530062526
01-Feb-2009,131.372151639827
01-Mar-2009,152.652057409737
01-Apr-2009,23.5109678964308
01-May-2009,11.8136805965229
01-Jun-2009,8.62066158410056
01-Jul-2009,7.76179159972077
01-Aug-2009,9.20259726475678
01-Sep-2009,15.7894549315728
01-Oct-2009,21.9486104806565
01-Nov-2009,35.6927854000733
01-Dec-2009,43.2924340001126
01-Jan-2010,69.5307761410459
01-Feb-2010,98.1316488009995
01-Mar-2010,87.8613365404097
01-Apr-2010,23.8296533667523
01-May-2010,11.3444927392249
01-Jun-2010,7.17778835314659
01-Jul-2010,6.76186643250723
01-Aug-2010,7.53739356183375
01-Sep-2010,15.6704716601309
01-Oct-2010,23.4657457924971
01-Nov-2010,32.9927645252423
01-Dec-2010,49.4091670824134
01-Jan-2011,72.8288261687598
01-Feb-2011,111.838538229353
01-Mar-2011,83.7306052065527
01-Apr-2011,26.8530378612093
01-May-2011,10.9711836668855
01-Jun-2011,7.41440555143446
01-Jul-2011,6.70939318218844
01-Aug-2011,7.69817306233714
01-Sep-2011,15.6557446598781
01-Oct-2011,20.1760650807833
01-Nov-2011,31.2065023014811
01-Dec-2011,52.9276935599026
01-Jan-2012,153.350345388027
01-Feb-2012,263.672604479727
01-Mar-2012,168.155000985908
01-Apr-2012,19.1177074381895
01-May-2012,9.09204444632864
01-Jun-2012,7.78810586100039
01-Jul-2012,7.14010275424315
01-Aug-2012,7.35417528729358
01-Sep-2012,18.8146880335528
01-Oct-2012,33.2442436362485
01-Nov-2012,28.9436364669656
