Date,MLD_mean
01-Jan-2015,60.0443596217943
01-Feb-2015,99.1412630495818
01-Mar-2015,130.515837627908
01-Apr-2015,21.1324452939241
01-May-2015,16.7617619141288
01-Jun-2015,12.0575879967731
01-Jul-2015,12.649409957554
01-Aug-2015,18.6916147314984
01-Sep-2015,23.3274373593538
01-Oct-2015,24.6332655367644
01-Nov-2015,29.805580470873
01-Dec-2015,23.2720606430717
01-Jan-2016,33.8213595514712
01-Feb-2016,74.0027916949728
01-Mar-2016,105.705436043117
01-Apr-2016,20.5840717813243
01-May-2016,18.6112650995669
01-Jun-2016,12.9065246582031
01-Jul-2016,14.2614811192388
01-Aug-2016,14.5997284598972
01-Sep-2016,17.5956037770147
01-Oct-2016,20.7236034559167
01-Nov-2016,27.3827430890954
01-Dec-2016,22.1321015565292
01-Jan-2017,38.5864758698837
01-Feb-2017,38.6217669611392
01-Mar-2017,23.2204791359279
01-Apr-2017,23.8449755958889
01-May-2017,17.8868032538373
01-Jun-2017,11.9682051617166
01-Jul-2017,14.6550702634065
01-Aug-2017,14.8562091329823
01-Sep-2017,25.0131816864014
01-Oct-2017,23.0491795747176
01-Nov-2017,34.2885257886804
01-Dec-2017,115.05952238
01-Jan-2018,52.5472315912661
01-Feb-2018,194.765892360521
01-Mar-2018,52.9603795590608
01-Apr-2018,20.2287605119788
01-May-2018,12.7825173917024
01-Jun-2018,12.2451016799263
01-Jul-2018,12.1015257213427
01-Aug-2018,15.3189026791116
01-Sep-2018,16.6942375017249
01-Oct-2018,18.5979108395784
01-Nov-2018,26.4752751226011
01-Dec-2018,41.0704808442489
01-Jan-2019,63.4840149257494
01-Feb-2019,66.9886424852454
01-Mar-2019,33.3326682215152
01-Apr-2019,19.0200746785039
01-May-2019,19.3836298403533
01-Jun-2019,12.20751376774
01-Jul-2019,12.4693835714589
01-Aug-2019,13.2013422509898
01-Sep-2019,17.111861270407
01-Oct-2019,19.8917108618695
01-Nov-2019,36.3278985230819
01-Dec-2019,40.2685369408649
01-Jan-2020,33.303421932718
01-Feb-2020,29.4394912719727
01-Mar-2020,24.8817006816035
01-Apr-2020,13.4944960967354
01-May-2020,12.980403278185
01-Jun-2020,15.9329314853834
01-Jul-2020,13.705981005793
01-Aug-2020,14.6788391030353
01-Sep-2020,19.4951564125393
01-Oct-2020,21.5548526929772
01-Nov-2020,17.4004198986551
01-Dec-2020,34.912005217179
01-Jan-2021,47.2969779968262
01-Feb-2021,28.7831397678541
01-Mar-2021,23.5155468816343
01-Apr-2021,21.8133296137271
01-May-2021,15.9845782155576
01-Jun-2021,11.9081337970236
01-Jul-2021,12.8722066879272
01-Aug-2021,15.6922187805176
01-Sep-2021,16.9855520414269
01-Oct-2021,23.9325305275295
01-Nov-2021,20.3753047611402
01-Dec-2021,39.7895278930664
01-Jan-2022,91.2301310663638
01-Feb-2022,126.786000293234
01-Mar-2022,26.5741990960163
01-Apr-2022,21.2366216079048
01-May-2022,11.9676041395768
01-Jun-2022,11.9740102602088
01-Jul-2022,12.1929052187049
01-Aug-2022,14.9818847490394
01-Sep-2022,21.2398343293563
01-Oct-2022,22.7626007743504
01-Nov-2022,30.0842525648034
01-Dec-2022,39.2158959430197
