Date,NO3
01-Nov-2017,0.885401637036234
01-Dec-2017,1.6726171682723
01-Jan-2018,1.99602823523752
01-Feb-2018,2.0470156127669
01-Mar-2018,1.9735713113815
01-Apr-2018,1.20308233333332
01-May-2018,0.802099866970726
01-Jun-2018,0.851285796320957
01-Jul-2018,0.723929142033159
01-Aug-2018,0.498783161435203
01-Sep-2018,0.483094918983099
01-Oct-2018,0.530151290061674
01-Nov-2018,0.881444784530834
01-Dec-2018,1.1643367295924
01-Jan-2019,1.93205408572433
01-Feb-2019,2.09496328085901
01-Mar-2019,1.90549584415849
01-Apr-2019,1.20334397073791
01-May-2019,0.960193970014141
01-Jun-2019,0.984703032395585
01-Jul-2019,1.12669059038162
01-Aug-2019,1.06403274559692
01-Sep-2019,0.922602201305202
01-Oct-2019,0.90107538885029
01-Nov-2019,1.1215785741756
01-Dec-2019,1.3501081415079
01-Jan-2020,1.81542406933681
01-Feb-2020,1.99612184430697
01-Mar-2020,1.95954835373187
01-Apr-2020,1.52441528481026
01-May-2020,0.930696252879732
01-Jun-2020,0.804344733854528
01-Jul-2020,0.825678860693581
01-Aug-2020,0.837549342986623
01-Sep-2020,0.855173166656862
01-Oct-2020,0.873396321862377
01-Nov-2020,0.950350378337482
01-Dec-2020,1.30308902729409
01-Jan-2021,1.72355131335565
01-Feb-2021,1.89170496491872
01-Mar-2021,1.87894590243393
01-Apr-2021,1.6394910298182
01-May-2021,0.99239951112996
01-Jun-2021,0.769742008749204
01-Jul-2021,0.663398195326093
01-Aug-2021,0.730966307688136
01-Sep-2021,0.710921349212227
01-Oct-2021,0.822127038868396
01-Nov-2021,0.979726021669466
01-Dec-2021,1.34842999939163
01-Jan-2022,1.77803085064752
01-Feb-2022,1.90479873856606
01-Mar-2022,1.92251572285957
01-Apr-2022,1.48196367026117
01-May-2022,0.867946465825846
01-Jun-2022,0.92069141772896
01-Jul-2022,1.09045224361347
01-Aug-2022,0.958309490030462
01-Sep-2022,0.803209015232301
01-Oct-2022,0.791144910939442
01-Nov-2022,0.897993471948951
01-Dec-2022,1.16719148877348
