Date,MLD
01-Dec-2012,55.9613003938094
01-Jan-2013,70.6116936725119
01-Feb-2013,73.832925879437
01-Mar-2013,54.8392451742421
01-Apr-2013,22.8220505092455
01-May-2013,11.9272664111593
01-Jun-2013,12.0339387396108
01-Jul-2013,12.667541420978
01-Aug-2013,15.6226328559544
01-Sep-2013,27.0891444994056
01-Oct-2013,34.4948601930038
01-Nov-2013,42.7225157696268
01-Dec-2013,67.2348792034647
01-Jan-2014,90.8599180138629
01-Feb-2014,93.9357382732889
01-Mar-2014,51.8464320638905
01-Apr-2014,19.2124687692393
01-May-2014,13.6424412520035
01-Jun-2014,12.97153559975
01-Jul-2014,13.9917119482289
01-Aug-2014,14.7792024612427
01-Sep-2014,25.3866101140561
01-Oct-2014,35.9339571413786
01-Nov-2014,47.9027633666992
01-Dec-2014,64.4044768291971
01-Jan-2015,102.985525048297
01-Feb-2015,116.124857031781
01-Mar-2015,46.5672970647397
01-Apr-2015,28.5362243652344
01-May-2015,12.0669234317282
01-Jun-2015,13.196986074033
01-Jul-2015,12.4370990836102
01-Aug-2015,15.0250342825185
01-Sep-2015,22.2156003869098
01-Oct-2015,31.4120786086373
01-Nov-2015,40.4356729258662
01-Dec-2015,59.0146399788235
01-Jan-2016,88.8597733870797
01-Feb-2016,73.2974964639415
01-Mar-2016,57.479970185653
01-Apr-2016,14.7382920721303
01-May-2016,15.108819215194
01-Jun-2016,12.2414392388385
01-Jul-2016,12.7997741284578
01-Aug-2016,17.4300796674645
01-Sep-2016,25.3793096127717
01-Oct-2016,36.5543897877569
01-Nov-2016,59.6187551747198
01-Dec-2016,72.2108207370924
01-Jan-2017,109.834467348845
01-Feb-2017,113.136235444442
01-Mar-2017,80.0663418977157
01-Apr-2017,23.3035054414169
01-May-2017,12.7524837825609
01-Jun-2017,11.981192505878
01-Jul-2017,12.0707713832026
01-Aug-2017,14.5606281446374
01-Sep-2017,20.4623033274775
01-Oct-2017,31.5584381766941
01-Nov-2017,48.4330507361371
01-Dec-2017,66.0735466998556
01-Jan-2018,98.5131902280061
01-Feb-2018,88.962427885636
01-Mar-2018,37.940882143767
01-Apr-2018,17.9446712991466
01-May-2018,12.8920172401097
01-Jun-2018,12.49527856578
01-Jul-2018,12.5957955899446
01-Aug-2018,14.6714485417242
01-Sep-2018,20.334402250207
01-Oct-2018,29.3570768107539
01-Nov-2018,44.3856912695843
01-Dec-2018,61.9830217776091
01-Jan-2019,96.3924746306046
01-Feb-2019,105.906797657842
01-Mar-2019,63.4336340531059
01-Apr-2019,26.2288274350374
01-May-2019,12.4033940771352
01-Jun-2019,11.8875011775805
01-Jul-2019,12.4165474850198
01-Aug-2019,15.6725137544715
01-Sep-2019,23.0643877775773
01-Oct-2019,27.6777396824049
01-Nov-2019,35.2808375151261
01-Dec-2019,50.4911163993504
01-Jan-2020,72.9117083342179
01-Feb-2020,100.501954120138
01-Mar-2020,49.6816800988239
01-Apr-2020,18.1188525324282
01-May-2020,14.0220838629681
01-Jun-2020,13.3358611231265
01-Jul-2020,12.0912112360415
01-Aug-2020,16.0794963007388
01-Sep-2020,20.5431634654169
01-Oct-2020,29.2467887712562
01-Nov-2020,39.82547610739
01-Dec-2020,48.9270634858505
01-Jan-2021,66.7467862004819
01-Feb-2021,62.6245186847189
01-Mar-2021,66.4104899530825
01-Apr-2021,25.3896978627081
01-May-2021,11.9592065396516
01-Jun-2021,13.0635956059331
01-Jul-2021,12.3285136844801
01-Aug-2021,14.6230501091999
01-Sep-2021,24.1851197947627
01-Oct-2021,32.1118317479673
01-Nov-2021,39.0855548692786
01-Dec-2021,64.2509480351987
01-Jan-2022,87.2452137159265
01-Feb-2022,88.4056283702021
01-Mar-2022,106.221384794816
01-Apr-2022,17.4157348715741
01-May-2022,14.3928484709367
01-Jun-2022,11.8914571845013
01-Jul-2022,12.0699855141018
01-Aug-2022,15.8893250589785
01-Sep-2022,19.407368618509
01-Oct-2022,29.5677370817765
01-Nov-2022,35.7582966348399
01-Dec-2022,44.1851186337678
