"Box","N_P","y","ymin","ymax",".width",".point",".interval"
"Adriatic",318.353435731431,0.0792589304938274,0.0752633262550025,0.0835768468119717,0.8,"median","qi"
"Adriatic",320.163806941006,0.0794165107603073,0.075488653104435,0.0835637396106127,0.8,"median","qi"
"Adriatic",321.974178150581,0.0795836017896503,0.0756997418220278,0.083439060855463,0.8,"median","qi"
"Adriatic",323.784549360156,0.0797415560619293,0.0758840298860715,0.0835139434359239,0.8,"median","qi"
"Adriatic",325.594920569731,0.0798905878485671,0.0761039266218576,0.0835101856747617,0.8,"median","qi"
"Adriatic",327.405291779307,0.0800136803593928,0.0763638304012703,0.0835495773238573,0.8,"median","qi"
"Adriatic",329.215662988882,0.0802470610446461,0.0766187932784479,0.0836947619630879,0.8,"median","qi"
"Adriatic",331.026034198457,0.080396976216227,0.0768639092759768,0.0837510147275957,0.8,"median","qi"
"Adriatic",332.836405408032,0.080610875137849,0.0770864097085651,0.0837922537543129,0.8,"median","qi"
"Adriatic",334.646776617607,0.0808017105057517,0.0773786910182247,0.0838295608397067,0.8,"median","qi"
"Adriatic",336.457147827182,0.0810174998512964,0.0776081920394331,0.0838732036076691,0.8,"median","qi"
"Adriatic",338.267519036757,0.0811558898348829,0.0778735844854129,0.0838295620324666,0.8,"median","qi"
"Adriatic",340.077890246332,0.0813712421279636,0.0782185779198565,0.0838978368799004,0.8,"median","qi"
"Adriatic",341.888261455908,0.0815849831518863,0.0785407246280893,0.0839006397954347,0.8,"median","qi"
"Adriatic",343.698632665483,0.0817985866231522,0.0788751365771262,0.0841134084804168,0.8,"median","qi"
"Adriatic",345.509003875058,0.0819356776255505,0.0792044692894933,0.0841730440685578,0.8,"median","qi"
"Adriatic",347.319375084633,0.082181387631514,0.0795307935268558,0.0842255791443136,0.8,"median","qi"
"Adriatic",349.129746294208,0.0824099996170562,0.0798635677569332,0.0842378339551847,0.8,"median","qi"
"Adriatic",350.940117503783,0.0826354776797724,0.0801888676510292,0.0842537051423964,0.8,"median","qi"
"Adriatic",352.750488713358,0.0828171364296134,0.0805284336027614,0.0842520160694321,0.8,"median","qi"
"Adriatic",354.560859922933,0.0830215671357904,0.0808509885895645,0.0841358602922234,0.8,"median","qi"
"Adriatic",356.371231132508,0.0832064327584005,0.0811880470723002,0.0841300732785086,0.8,"median","qi"
"Adriatic",358.181602342084,0.0834216328670791,0.0814622262255763,0.0841797476444671,0.8,"median","qi"
"Adriatic",359.991973551659,0.0836371834203341,0.0819033916815999,0.0841648219984305,0.8,"median","qi"
"Adriatic",361.802344761234,0.0838715491509534,0.0822199428666485,0.0842047653855949,0.8,"median","qi"
"Adriatic",363.612715970809,0.0840725517211609,0.0825360144767475,0.0842330226736551,0.8,"median","qi"
"Adriatic",365.423087180384,0.0842898885517489,0.0829633676241719,0.084246008252243,0.8,"median","qi"
"Adriatic",367.233458389959,0.0844880015604911,0.0834136968249172,0.0842878969708298,0.8,"median","qi"
"Adriatic",369.043829599534,0.0847408869331417,0.0837506568155872,0.0841935266857671,0.8,"median","qi"
"Adriatic",370.854200809109,0.0849507088624473,0.0841806573116894,0.0842891479108413,0.8,"median","qi"
"Adriatic",372.664572018684,0.0851577620436184,0.0845101842873996,0.0842316515028596,0.8,"median","qi"
"Adriatic",374.47494322826,0.0853677109948842,0.0848561353736572,0.0840866816849926,0.8,"median","qi"
"Adriatic",376.285314437835,0.0856561632900875,0.0853801844474195,0.0840248239001591,0.8,"median","qi"
"Adriatic",378.09568564741,0.0858756896832049,0.0857025882545196,0.0840175910217678,0.8,"median","qi"
"Adriatic",379.906056856985,0.086148742243315,0.0860573489531832,0.0840131703110728,0.8,"median","qi"
"Adriatic",381.71642806656,0.0863755077098777,0.086585978013471,0.0839214463246133,0.8,"median","qi"
"Adriatic",383.526799276135,0.0866849766524317,0.0871086187120632,0.0838481721851602,0.8,"median","qi"
"Adriatic",385.33717048571,0.0868881979433835,0.0874994700176008,0.083853320681508,0.8,"median","qi"
"Adriatic",387.147541695285,0.0871556736852593,0.0879343200432161,0.0838046021774118,0.8,"median","qi"
"Adriatic",388.95791290486,0.0873780597678866,0.0883090856813162,0.0838412631570736,0.8,"median","qi"
"Cyprus",35.8739416903311,0.0308532682009421,0.0254875444626283,0.0358024984953143,0.8,"median","qi"
"Cyprus",36.5862211241995,0.030890952223619,0.0255625515603637,0.0357859805511095,0.8,"median","qi"
"Cyprus",37.2985005580679,0.0309234277378202,0.0256541002311016,0.0357463714710044,0.8,"median","qi"
"Cyprus",38.0107799919363,0.030959546243021,0.0257723887507588,0.0357333949058662,0.8,"median","qi"
"Cyprus",38.7230594258046,0.0309979151052993,0.0258491313996166,0.0357090095212599,0.8,"median","qi"
"Cyprus",39.435338859673,0.0310198974338179,0.0260031709755404,0.0356827228704111,0.8,"median","qi"
"Cyprus",40.1476182935414,0.0310223867260575,0.0261363992045606,0.0356619373857984,0.8,"median","qi"
"Cyprus",40.8598977274098,0.0310449476856243,0.0262481247783804,0.0356562492003778,0.8,"median","qi"
"Cyprus",41.5721771612781,0.0310688800507885,0.0263603793992753,0.0356370292960996,0.8,"median","qi"
"Cyprus",42.2844565951465,0.0311080474937672,0.0264636724398128,0.0356174243594165,0.8,"median","qi"
"Cyprus",42.9967360290149,0.0311278987375311,0.0265692416407779,0.0355861493338698,0.8,"median","qi"
"Cyprus",43.7090154628833,0.0311516192157848,0.0266946935503285,0.0355609434802762,0.8,"median","qi"
"Cyprus",44.4212948967517,0.0311837606278054,0.0267766495490967,0.035518695395446,0.8,"median","qi"
"Cyprus",45.13357433062,0.0311964379635121,0.0268711381087755,0.0354737858861483,0.8,"median","qi"
