"Box","sum_Nutri","y","ymin","ymax",".width",".point",".interval"
"Adriatic",0.445690567310612,0.107991739688815,0.100143184315646,0.115729473375036,0.8,"median","qi"
"Adriatic",0.456074316325032,0.107403176523571,0.0997689503477712,0.114949146518408,0.8,"median","qi"
"Adriatic",0.466458065339452,0.106791142655057,0.0994101232254109,0.114197035959737,0.8,"median","qi"
"Adriatic",0.476841814353872,0.106208374686719,0.099087334021901,0.113413723388272,0.8,"median","qi"
"Adriatic",0.487225563368292,0.105624220382223,0.0986916916483123,0.1125421937964,0.8,"median","qi"
"Adriatic",0.497609312382712,0.104990733113019,0.0983140957068986,0.111775036223716,0.8,"median","qi"
"Adriatic",0.507993061397132,0.104398269092913,0.0979579501419382,0.111031243300225,0.8,"median","qi"
"Adriatic",0.518376810411551,0.103766772284847,0.0975960444925299,0.11023937727223,0.8,"median","qi"
"Adriatic",0.528760559425971,0.103242987603623,0.0972052464319025,0.109446731141748,0.8,"median","qi"
"Adriatic",0.539144308440391,0.102662898131946,0.0967598612483713,0.108662356404383,0.8,"median","qi"
"Adriatic",0.549528057454811,0.102113289681474,0.0964270532188959,0.107922529453511,0.8,"median","qi"
"Adriatic",0.559911806469231,0.10151881500574,0.0961246771194163,0.10716556958132,0.8,"median","qi"
"Adriatic",0.570295555483651,0.100959684933795,0.0957843921298341,0.106417653779017,0.8,"median","qi"
"Adriatic",0.58067930449807,0.100365512061193,0.095323018065131,0.105686394004926,0.8,"median","qi"
"Adriatic",0.59106305351249,0.0997987328450529,0.0949196658815837,0.104981548175119,0.8,"median","qi"
"Adriatic",0.60144680252691,0.0992567992164473,0.0944656792463645,0.104284133984755,0.8,"median","qi"
"Adriatic",0.61183055154133,0.0986921864283377,0.094018746963035,0.103621505985538,0.8,"median","qi"
"Adriatic",0.62221430055575,0.0981269027633604,0.0935664272699016,0.102902008248704,0.8,"median","qi"
"Adriatic",0.63259804957017,0.0975606238965586,0.0931201728262665,0.102351894831845,0.8,"median","qi"
"Adriatic",0.642981798584589,0.097076443241757,0.0927703160803889,0.101657916016196,0.8,"median","qi"
"Adriatic",0.653365547599009,0.0965251358831338,0.0922949335605342,0.1010677511589,0.8,"median","qi"
"Adriatic",0.663749296613429,0.0959919007980479,0.0918497190872992,0.100473650635122,0.8,"median","qi"
"Adriatic",0.674133045627849,0.0954582475628285,0.0914180867904381,0.0999101020618435,0.8,"median","qi"
"Adriatic",0.684516794642269,0.0949691612905634,0.0909609544692094,0.0993242023533658,0.8,"median","qi"
"Adriatic",0.694900543656689,0.0945284624021993,0.0905441709468646,0.0987843776852553,0.8,"median","qi"
"Adriatic",0.705284292671108,0.094066392929038,0.0901146883552648,0.0982316699397313,0.8,"median","qi"
"Adriatic",0.715668041685528,0.0936348986680836,0.0896935584854555,0.0977192757747743,0.8,"median","qi"
"Adriatic",0.726051790699948,0.0931714680989645,0.0892360268041469,0.0972446735538896,0.8,"median","qi"
