"Box","SSS","y","ymin","ymax",".width",".point",".interval"
"Adriatic",38.6166869155818,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6185077176035,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6203285196251,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6221493216467,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6239701236684,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.62579092569,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6276117277116,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6294325297333,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6312533317549,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6330741337766,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6348949357982,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6367157378198,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6385365398415,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6403573418631,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6421781438847,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6439989459064,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.645819747928,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6476405499496,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6494613519713,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6512821539929,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6531029560145,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6549237580362,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6567445600578,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6585653620795,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6603861641011,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6622069661227,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6640277681444,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.665848570166,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6676693721876,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6694901742093,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6713109762309,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6731317782525,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6749525802742,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6767733822958,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6785941843174,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6804149863391,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6822357883607,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6840565903824,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.685877392404,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6876981944256,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
"Adriatic",38.6895189964473,0.0874523084382654,0.0818498216232508,0.092777761579423,0.8,"median","qi"
