"Box","SST","y","ymin","ymax",".width",".point",".interval"
"Box 1",19.5819430017314,0.137597154967832,0.130451315833141,0.148506289439411,0.8,"median","qi"
"Box 1",19.6473356399209,0.137157052227497,0.130091969225154,0.148109804548946,0.8,"median","qi"
"Box 1",19.7127282781103,0.136674954532357,0.129714088242955,0.147564229462646,0.8,"median","qi"
"Box 1",19.7781209162998,0.136249589456053,0.129341417987042,0.14714767819448,0.8,"median","qi"
"Box 1",19.8435135544893,0.135797476409705,0.128924245358439,0.146501134339261,0.8,"median","qi"
"Box 1",19.9089061926787,0.135309302108076,0.128544713510537,0.145971953863999,0.8,"median","qi"
"Box 1",19.9742988308682,0.134822048979495,0.128056955393659,0.145285078611723,0.8,"median","qi"
"Box 1",20.0396914690577,0.134350954986688,0.127561999207414,0.144653504216965,0.8,"median","qi"
"Box 1",20.1050841072471,0.133835542168791,0.127080251044464,0.144156517552706,0.8,"median","qi"
"Box 1",20.1704767454366,0.13340314628924,0.126560378031936,0.143506771720098,0.8,"median","qi"
"Box 1",20.235869383626,0.132924751196833,0.126061945649093,0.142908814050941,0.8,"median","qi"
"Box 1",20.3012620218155,0.132418436349103,0.125483947439761,0.142176043036479,0.8,"median","qi"
"Box 1",20.366654660005,0.131902348043031,0.124979147964583,0.141615504592519,0.8,"median","qi"
"Box 1",20.4320472981944,0.131402306053319,0.124537934108115,0.141056215355161,0.8,"median","qi"
"Box 1",20.4974399363839,0.130895165245128,0.124023166026479,0.140576795647391,0.8,"median","qi"
"Box 1",20.5628325745734,0.130386771196961,0.123506421128345,0.139892935506855,0.8,"median","qi"
"Box 1",20.6282252127628,0.129841015072727,0.122949747858179,0.139326578838977,0.8,"median","qi"
"Box 1",20.6936178509523,0.129308299946653,0.122473573359683,0.13882702325667,0.8,"median","qi"
"Box 1",20.7590104891417,0.128787238851736,0.121918210270901,0.138312367349602,0.8,"median","qi"
"Box 1",20.8244031273312,0.128226293201747,0.121344241933568,0.137697879927143,0.8,"median","qi"
"Box 1",20.8897957655207,0.127700702084554,0.120767270460812,0.137263645680625,0.8,"median","qi"
"Box 1",20.9551884037101,0.127125190048835,0.120238097211737,0.136665014017976,0.8,"median","qi"
"Box 1",21.0205810418996,0.126591049484645,0.119693986749525,0.136039407944085,0.8,"median","qi"
"Box 1",21.0859736800891,0.126056760084539,0.119139634470715,0.135465719174904,0.8,"median","qi"
"Box 1",21.1513663182785,0.125507606110596,0.118627385729809,0.134827893211839,0.8,"median","qi"
"Box 1",21.216758956468,0.124957326610456,0.11812529471925,0.134291627150511,0.8,"median","qi"
"Box 1",21.2821515946574,0.124439755693705,0.117484806273734,0.133785549154262,0.8,"median","qi"
"Box 1",21.3475442328469,0.12389772940097,0.116914704840901,0.133303772235609,0.8,"median","qi"
"Box 1",21.4129368710364,0.123346801575521,0.116383322145989,0.132681442973928,0.8,"median","qi"
"Box 1",21.4783295092258,0.122856695499754,0.115846226210943,0.132188972352026,0.8,"median","qi"
"Box 1",21.5437221474153,0.122331240581979,0.115314075820481,0.131643285955748,0.8,"median","qi"
"Box 1",21.6091147856048,0.121827924541719,0.114741722329545,0.131141591433174,0.8,"median","qi"
"Box 1",21.6745074237942,0.121336166900996,0.114249788691638,0.130715129963185,0.8,"median","qi"
"Box 1",21.7399000619837,0.120817644774583,0.113711996054594,0.130315656315927,0.8,"median","qi"
"Box 1",21.8052927001732,0.120268312632639,0.113210884480536,0.129840151229321,0.8,"median","qi"
"Box 1",21.8706853383626,0.119766976480808,0.112596674919901,0.129411704694764,0.8,"median","qi"
"Box 1",21.9360779765521,0.119242800632456,0.112051977148983,0.128945184674165,0.8,"median","qi"
"Box 1",22.0014706147415,0.118743872641961,0.111477962576862,0.128525598495979,0.8,"median","qi"
"Box 1",22.066863252931,0.118210853521234,0.110960985286531,0.128070208715821,0.8,"median","qi"
"Box 1",22.1322558911205,0.117719019070034,0.110438964873981,0.127610435421933,0.8,"median","qi"
"Box 1",22.1976485293099,0.117206508492912,0.109824147550081,0.127181267699502,0.8,"median","qi"
"Box 1",22.2630411674994,0.116694172713471,0.109320202603516,0.126637868145829,0.8,"median","qi"
"Box 1",22.3284338056889,0.116166227653345,0.108815387686167,0.12607618535756,0.8,"median","qi"
"Box 1",22.3938264438783,0.115672287795083,0.108354710277265,0.125723508613065,0.8,"median","qi"
"Box 1",22.4592190820678,0.115200158651286,0.10782154307455,0.125346436693528,0.8,"median","qi"
"Box 1",22.5246117202572,0.114690601225213,0.107282829272958,0.124908569646096,0.8,"median","qi"
"Box 1",22.5900043584467,0.114232578440555,0.106736597918497,0.124464995318235,0.8,"median","qi"
"Box 1",22.6553969966362,0.113736095288368,0.106248025491485,0.124083332093541,0.8,"median","qi"
"Box 1",22.7207896348256,0.113207397531676,0.105745962629473,0.123773032074095,0.8,"median","qi"
"Box 1",22.7861822730151,0.112682719013315,0.105271431606688,0.123387678210274,0.8,"median","qi"
"Box 1",22.8515749112046,0.112197208989771,0.104767593092929,0.122870999262108,0.8,"median","qi"
"Box 1",22.916967549394,0.111720320609132,0.10427629770655,0.122454676628177,0.8,"median","qi"
"Box 1",22.9823601875835,0.111195998118955,0.103754639568845,0.12191948918952,0.8,"median","qi"
"Box 1",23.0477528257729,0.11071847515596,0.103197225272764,0.121544106809725,0.8,"median","qi"
"Box 1",23.1131454639624,0.110245510015526,0.102761330932016,0.12120485146701,0.8,"median","qi"
"Box 1",23.1785381021519,0.109777873571643,0.102320614932121,0.120824312287195,0.8,"median","qi"
"Box 1",23.2439307403413,0.109286889918147,0.101889496112538,0.120325339325565,0.8,"median","qi"
"Box 1",23.3093233785308,0.10885708140053,0.101426114976184,0.119921307507274,0.8,"median","qi"
"Box 1",23.3747160167203,0.108420857820975,0.100997207802398,0.119525504589722,0.8,"median","qi"
"Box 1",23.4401086549097,0.107982332009724,0.100608844515941,0.119045087752337,0.8,"median","qi"
"Box 1",23.5055012930992,0.107593827092661,0.100195056869048,0.11857624745459,0.8,"median","qi"
"Box 1",23.5708939312887,0.107257532654003,0.0997962050409043,0.11814209572551,0.8,"median","qi"
"Box 1",23.6362865694781,0.106860609720788,0.0993600530925104,0.117749363567421,0.8,"median","qi"
"Box 1",23.7016792076676,0.106453835967103,0.0990440118756611,0.117228673102867,0.8,"median","qi"
"Box 1",23.767071845857,0.106090223779464,0.0986758737538291,0.11689212412757,0.8,"median","qi"
"Box 1",23.8324644840465,0.10575671121851,0.0983253511227777,0.116569279396356,0.8,"median","qi"
"Box 1",23.897857122236,0.105405653139638,0.0980289224278474,0.116199889125843,0.8,"median","qi"
"Box 1",23.9632497604254,0.105106954296155,0.0976663490383737,0.115842203834955,0.8,"median","qi"
"Box 1",24.0286423986149,0.104863811712134,0.0973740007037227,0.115410076490101,0.8,"median","qi"
"Box 1",24.0940350368043,0.104589401892705,0.0970406165287768,0.115136567466597,0.8,"median","qi"
"Box 1",24.1594276749938,0.104305931097693,0.0967769293765339,0.114876988294117,0.8,"median","qi"
"Box 1",24.2248203131833,0.104039108296186,0.0965682385561822,0.114486975551454,0.8,"median","qi"
"Box 1",24.2902129513727,0.103819586705637,0.0963494623750617,0.114227755902121,0.8,"median","qi"
"Box 1",24.3556055895622,0.103563252108131,0.0960790335200933,0.114061154582209,0.8,"median","qi"
"Box 1",24.4209982277517,0.103322708206583,0.0958591891626669,0.113716665533828,0.8,"median","qi"
"Box 1",24.4863908659411,0.103191874412005,0.0956487489674649,0.113415796426128,0.8,"median","qi"
"Box 1",24.5517835041306,0.103014711574091,0.0954345021710527,0.11319014108298,0.8,"median","qi"
"Box 1",24.6171761423201,0.10287670501511,0.0952660984645739,0.112885821839115,0.8,"median","qi"
"Box 1",24.6825687805095,0.102767006870015,0.0950880786900069,0.112793938467758,0.8,"median","qi"
"Box 1",24.747961418699,0.102622255579245,0.0948840296565964,0.112723264323562,0.8,"median","qi"
"Box 1",24.8133540568884,0.102455358653135,0.0946998012533929,0.112557999598823,0.8,"median","qi"
"Box 1",24.8787466950779,0.102341651845539,0.0946551850798739,0.112322571900657,0.8,"median","qi"
"Box 1",24.9441393332674,0.10225016210485,0.0945606650847498,0.112234775317494,0.8,"median","qi"
"Box 1",25.0095319714568,0.102128080197708,0.0944997085932843,0.112081111066117,0.8,"median","qi"
"Box 1",25.0749246096463,0.102050171425516,0.0943959214647924,0.112004246863332,0.8,"median","qi"
"Box 1",25.1403172478358,0.101974942419419,0.0943941967773275,0.112052913485238,0.8,"median","qi"
"Box 1",25.2057098860252,0.101954409539167,0.0942989964986832,0.111953945278018,0.8,"median","qi"
"Box 1",25.2711025242147,0.101923779678873,0.0942070585721085,0.111900919291986,0.8,"median","qi"
"Box 1",25.3364951624041,0.10183501398817,0.0941565950405523,0.111781706208289,0.8,"median","qi"
"Box 1",25.4018878005936,0.101850811514605,0.094013404991648,0.111882969281841,0.8,"median","qi"
"Box 1",25.4672804387831,0.101869638009302,0.0939173037928474,0.111930507505617,0.8,"median","qi"
"Box 1",25.5326730769725,0.101973808581464,0.093850049968836,0.111889831007531,0.8,"median","qi"
"Box 1",25.598065715162,0.10202375171973,0.0936931717889874,0.11201281818817,0.8,"median","qi"
"Box 1",25.6634583533515,0.102042698562439,0.0936545078621017,0.112197259988501,0.8,"median","qi"
"Box 1",25.7288509915409,0.102112328254529,0.0935325729843803,0.112472015597028,0.8,"median","qi"
"Box 1",25.7942436297304,0.102075174181982,0.0932993718920797,0.112635708274317,0.8,"median","qi"
"Box 1",25.8596362679198,0.102201934499157,0.0931398561190821,0.112896455290396,0.8,"median","qi"
"Box 2",13.5982199775819,0.169404063255447,0.148808239442127,0.182462855672207,0.8,"median","qi"
"Box 2",13.6657990996585,0.167630391712081,0.147627227765833,0.179899635824241,0.8,"median","qi"
"Box 2",13.7333782217351,0.165821557669893,0.146495363585329,0.177419957247471,0.8,"median","qi"
"Box 2",13.8009573438117,0.163921478907904,0.145487040183013,0.175015958912217,0.8,"median","qi"
"Box 2",13.8685364658883,0.161980030287913,0.144388010225747,0.17268324894091,0.8,"median","qi"
"Box 2",13.9361155879649,0.160097291524164,0.143226689188877,0.170367378077394,0.8,"median","qi"
"Box 2",14.0036947100415,0.158189786477143,0.142130688523284,0.168067855530576,0.8,"median","qi"
"Box 2",14.0712738321181,0.156430599157053,0.140924523634586,0.165874759742878,0.8,"median","qi"
"Box 2",14.1388529541947,0.154583660780647,0.139844472531668,0.163785460610776,0.8,"median","qi"
"Box 2",14.2064320762713,0.152791489091178,0.138757344852166,0.161692152132054,0.8,"median","qi"
"Box 2",14.274011198348,0.151044151943402,0.137523355115638,0.159569296926838,0.8,"median","qi"
"Box 2",14.3415903204246,0.149303222108266,0.136314899214737,0.15752078057841,0.8,"median","qi"
"Box 2",14.4091694425012,0.147571552191099,0.135182989332219,0.155539731845374,0.8,"median","qi"
"Box 2",14.4767485645778,0.145896003233242,0.133936195757727,0.153567177791105,0.8,"median","qi"
"Box 2",14.5443276866544,0.144225984477744,0.132799019065119,0.151730437694898,0.8,"median","qi"
"Box 2",14.611906808731,0.142560592317411,0.13188888752397,0.149880764334175,0.8,"median","qi"
"Box 2",14.6794859308076,0.140905515857437,0.130883619163767,0.148087674431807,0.8,"median","qi"
"Box 2",14.7470650528842,0.139313716490477,0.129722244275169,0.146366243480782,0.8,"median","qi"
"Box 2",14.8146441749608,0.137797207219209,0.128571953793264,0.144695972452987,0.8,"median","qi"
"Box 2",14.8822232970374,0.13630086730534,0.127642667831155,0.14299577018234,0.8,"median","qi"
"Box 2",14.949802419114,0.134869418222794,0.126469452168715,0.141347135791149,0.8,"median","qi"
"Box 2",15.0173815411906,0.133403551161751,0.125275234127696,0.139775217951756,0.8,"median","qi"
"Box 2",15.0849606632672,0.131920057891088,0.124152551939874,0.138266934926809,0.8,"median","qi"
"Box 2",15.1525397853439,0.130522891738053,0.122841547059983,0.136684488419809,0.8,"median","qi"
"Box 2",15.2201189074205,0.129100143186762,0.121719232453954,0.135174746181531,0.8,"median","qi"
"Box 2",15.2876980294971,0.127739301430343,0.120714060023112,0.133737249943824,0.8,"median","qi"
"Box 2",15.3552771515737,0.126378434940943,0.119642767503226,0.132290683347909,0.8,"median","qi"
"Box 2",15.4228562736503,0.125052103152861,0.11847441129909,0.130969493611993,0.8,"median","qi"
"Box 2",15.4904353957269,0.123724579732265,0.117396177619159,0.129627446596695,0.8,"median","qi"
"Box 2",15.5580145178035,0.122421549262684,0.116287167604015,0.128321125252719,0.8,"median","qi"
"Box 2",15.6255936398801,0.121169057642564,0.11505614968801,0.126988069884598,0.8,"median","qi"
"Box 2",15.6931727619567,0.119935801877815,0.113882716798521,0.125791545232204,0.8,"median","qi"
"Box 2",15.7607518840333,0.118781685671065,0.112869925418096,0.124549542669487,0.8,"median","qi"
"Box 2",15.8283310061099,0.11753337642143,0.111763997479597,0.123255719636757,0.8,"median","qi"
"Box 2",15.8959101281865,0.116404293697848,0.110716468205369,0.122067523737898,0.8,"median","qi"
"Box 2",15.9634892502631,0.115274168097517,0.109684979193273,0.120998958123759,0.8,"median","qi"
"Box 2",16.0310683723397,0.114161579280732,0.108707886685398,0.119732114750937,0.8,"median","qi"
"Box 2",16.0986474944164,0.113055224827702,0.107637020722852,0.118631464290293,0.8,"median","qi"
"Box 2",16.166226616493,0.111969601908636,0.106653922852208,0.117502443921055,0.8,"median","qi"
"Box 2",16.2338057385696,0.110936988504392,0.10567865499021,0.116406949068433,0.8,"median","qi"
"Box 2",16.3013848606462,0.109871662501828,0.104727182406551,0.115362170417219,0.8,"median","qi"
"Box 2",16.3689639827228,0.108842427583142,0.10372661365557,0.114367424628326,0.8,"median","qi"
"Box 2",16.4365431047994,0.107855702175676,0.10276373018438,0.11337143223021,0.8,"median","qi"
"Box 2",16.504122226876,0.106907193767464,0.101833082729761,0.112236147856533,0.8,"median","qi"
"Box 2",16.5717013489526,0.105983180026903,0.100971325698535,0.111164970677768,0.8,"median","qi"
"Box 2",16.6392804710292,0.105062538231516,0.100073974757446,0.110165120538167,0.8,"median","qi"
"Box 2",16.7068595931058,0.10415412177476,0.0992289468337205,0.109138396762995,0.8,"median","qi"
"Box 2",16.7744387151824,0.103248655067251,0.0984307083359468,0.108122833556528,0.8,"median","qi"
"Box 2",16.842017837259,0.102428054907095,0.0975406041462543,0.107131679231899,0.8,"median","qi"
"Box 2",16.9095969593356,0.101591469106524,0.0967653006098618,0.106186662580379,0.8,"median","qi"
"Box 2",16.9771760814123,0.100809690305463,0.0960316572943044,0.105338570217825,0.8,"median","qi"
"Box 2",17.0447552034889,0.0999809895218011,0.0953427057826158,0.104446623681932,0.8,"median","qi"
"Box 2",17.1123343255655,0.0992156881847479,0.0946103249015099,0.103601383672312,0.8,"median","qi"
"Box 2",17.1799134476421,0.0984796815811133,0.0939563825118843,0.102804381649588,0.8,"median","qi"
"Box 2",17.2474925697187,0.0977097593463974,0.0932646214792936,0.1020528444393,0.8,"median","qi"
"Box 2",17.3150716917953,0.0970090680940772,0.0926532904485754,0.10132865648135,0.8,"median","qi"
"Box 2",17.3826508138719,0.096360372539078,0.0920628036588606,0.10063851103592,0.8,"median","qi"
"Box 2",17.4502299359485,0.0957489341680733,0.0915620246257789,0.0999473746717853,0.8,"median","qi"
"Box 2",17.5178090580251,0.0951306654109034,0.0910394958924591,0.0992999056659419,0.8,"median","qi"
"Box 2",17.5853881801017,0.0945636171861336,0.0905213625684343,0.0986316920127686,0.8,"median","qi"
"Box 2",17.6529673021783,0.0940415846209698,0.089993776519122,0.0981318649823147,0.8,"median","qi"
"Box 2",17.7205464242549,0.0935210056343505,0.0895173799675667,0.097504229925992,0.8,"median","qi"
"Box 2",17.7881255463315,0.0930265614034961,0.0890930501970302,0.096952783525303,0.8,"median","qi"
"Box 2",17.8557046684082,0.0925884754082274,0.0886767390886343,0.0964705231150355,0.8,"median","qi"
"Box 2",17.9232837904848,0.0921316783734784,0.0883335018858643,0.0960610827267252,0.8,"median","qi"
"Box 2",17.9908629125614,0.0917206126201157,0.0880126181405051,0.0956895599160713,0.8,"median","qi"
"Box 2",18.058442034638,0.091333078099734,0.0876414449813056,0.0952552779179694,0.8,"median","qi"
"Box 2",18.1260211567146,0.0910238669281175,0.0872730546891334,0.0948578895806517,0.8,"median","qi"
"Box 2",18.1936002787912,0.0907300420339216,0.0869430372553779,0.0945110035998879,0.8,"median","qi"
"Box 2",18.2611794008678,0.0904512966769268,0.0866381943776311,0.0941634490732331,0.8,"median","qi"
"Box 2",18.3287585229444,0.0901829814932119,0.0863820387436135,0.0938210944502913,0.8,"median","qi"
"Box 2",18.396337645021,0.0899669745171888,0.0861958915655399,0.0935485470224877,0.8,"median","qi"
"Box 2",18.4639167670976,0.0897337762729625,0.0860388588047202,0.0932866387863705,0.8,"median","qi"
"Box 2",18.5314958891742,0.0895316127044524,0.0858857959728585,0.0930717404370817,0.8,"median","qi"
"Box 2",18.5990750112508,0.0893399070977515,0.0857322520398365,0.092797065413502,0.8,"median","qi"
"Box 2",18.6666541333274,0.0891602703351869,0.0855618827222623,0.0926178590684155,0.8,"median","qi"
"Box 2",18.734233255404,0.0890289755096976,0.0853598881544956,0.0924363703898896,0.8,"median","qi"
"Box 2",18.8018123774807,0.0889046251118024,0.0852452753762564,0.0923051488831516,0.8,"median","qi"
"Box 2",18.8693914995573,0.0887431011848503,0.0851055669769727,0.0921360539205627,0.8,"median","qi"
"Box 2",18.9369706216339,0.0886057652423676,0.0849863297469016,0.092033307242071,0.8,"median","qi"
"Box 2",19.0045497437105,0.0884346090196882,0.0848366521352168,0.0919152133282359,0.8,"median","qi"
"Box 2",19.0721288657871,0.0882920392695603,0.0846841509875641,0.0917766911760674,0.8,"median","qi"
