"Box","MLD","y","ymin","ymax",".width",".point",".interval"
"Adriatic",101.769611864375,0.0611510197189946,0.04986808468831,0.0725679557586072,0.8,"median","qi"
"Adriatic",103.4653045318,0.0594242559696405,0.0481509465523404,0.0709112792999293,0.8,"median","qi"
"Adriatic",105.160997199225,0.0576474529402843,0.0464110705942913,0.0691225419474989,0.8,"median","qi"
"Adriatic",106.85668986665,0.0557831446956043,0.0445602284858969,0.0673924213511782,0.8,"median","qi"
"Adriatic",108.552382534076,0.0539298627454402,0.042722382422768,0.0655412434199952,0.8,"median","qi"
"Adriatic",110.248075201501,0.0520422206252138,0.0408365912774003,0.0637235941598698,0.8,"median","qi"
"Adriatic",111.943767868926,0.0501721991940907,0.0388868263360917,0.0619977929736221,0.8,"median","qi"
"Adriatic",113.639460536351,0.0482831856528631,0.0369453947920684,0.0602779670099192,0.8,"median","qi"
"Adriatic",115.335153203777,0.0463797168625809,0.0350366238118242,0.0585721096326524,0.8,"median","qi"
"Adriatic",117.030845871202,0.0445369631197441,0.0331692525673651,0.0568402627692274,0.8,"median","qi"
"Adriatic",118.726538538627,0.0427389887548574,0.0313158564271779,0.0551651755524788,0.8,"median","qi"
"Adriatic",120.422231206052,0.0409942149375474,0.0295053515560158,0.0535057466289919,0.8,"median","qi"
"Adriatic",122.117923873478,0.0392929794841267,0.0278015873054641,0.0518989165358861,0.8,"median","qi"
"Adriatic",123.813616540903,0.0377029050706551,0.0261234040819677,0.0504802693898557,0.8,"median","qi"
"Adriatic",125.509309208328,0.0362075444934179,0.0245571885346451,0.0491133978600074,0.8,"median","qi"
"Adriatic",127.205001875753,0.0347570037219372,0.0231100437643995,0.0477476944809194,0.8,"median","qi"
"Adriatic",128.900694543179,0.0334466084573687,0.0216565371095956,0.0465567519064923,0.8,"median","qi"
"Adriatic",130.596387210604,0.0322167522749025,0.0204082339601077,0.045440842281119,0.8,"median","qi"
"Adriatic",132.292079878029,0.0310799530396857,0.0192353756990965,0.0443943456229518,0.8,"median","qi"
"Adriatic",133.987772545454,0.0300915769794272,0.0181416870220015,0.0434687196137179,0.8,"median","qi"
"Adriatic",135.68346521288,0.0291939967030921,0.0171012322193077,0.0426905124817208,0.8,"median","qi"
"Adriatic",137.379157880305,0.0284137001725888,0.0162158202609626,0.0419580386318064,0.8,"median","qi"
"Adriatic",139.07485054773,0.0277239569396609,0.0155086522507662,0.0414369747094636,0.8,"median","qi"
"Adriatic",140.770543215155,0.0271867453171693,0.0148892573246071,0.040953675822235,0.8,"median","qi"
"Adriatic",142.466235882581,0.026733120029137,0.0143624906781898,0.0405239127676245,0.8,"median","qi"
"Adriatic",144.161928550006,0.0263757170287901,0.0138974096338271,0.0402486338861743,0.8,"median","qi"
"Adriatic",145.857621217431,0.0261287420100683,0.0136635715196577,0.0401034035120919,0.8,"median","qi"
"Adriatic",147.553313884856,0.0260110877040231,0.0134248343133603,0.0400384329875016,0.8,"median","qi"
"Adriatic",149.249006552282,0.0260739048494364,0.0133562042851878,0.0400762120689991,0.8,"median","qi"
"Adriatic",150.944699219707,0.026138276104729,0.0133686939786562,0.0402477565849218,0.8,"median","qi"
"Adriatic",152.640391887132,0.0263190659841593,0.0134157819761671,0.0403767349305732,0.8,"median","qi"
"Adriatic",154.336084554557,0.0265642700411388,0.0135758465834241,0.0406161365483362,0.8,"median","qi"
"Adriatic",156.031777221983,0.0269112565787991,0.0138394361413182,0.040995958603727,0.8,"median","qi"
"Adriatic",157.727469889408,0.0272937740483519,0.0142505166561621,0.0413887592191857,0.8,"median","qi"
"Adriatic",159.423162556833,0.0276869491408728,0.014663101847013,0.0418665393876832,0.8,"median","qi"
"Adriatic",161.118855224258,0.0282002544373525,0.0152002703019442,0.0423093802673329,0.8,"median","qi"
"Adriatic",162.814547891684,0.0287966470800319,0.0156960732421018,0.0428424099677648,0.8,"median","qi"
"Adriatic",164.510240559109,0.0294597316893755,0.016308869975661,0.0434796504159123,0.8,"median","qi"
"Adriatic",166.205933226534,0.0300851385068643,0.017002857396354,0.0441983396160401,0.8,"median","qi"
"Adriatic",167.901625893959,0.0307075634206544,0.0176555064276569,0.044872770633795,0.8,"median","qi"
"Adriatic",169.597318561385,0.0313601717892931,0.0183606206034729,0.0456001256468976,0.8,"median","qi"
"Adriatic",171.29301122881,0.0320363742024951,0.0191320992824636,0.0462664358286629,0.8,"median","qi"
"Adriatic",172.988703896235,0.0327557925044769,0.0198920027799063,0.0469637619112021,0.8,"median","qi"
"Adriatic",174.68439656366,0.0333957853447269,0.0205597672460487,0.0476376699891393,0.8,"median","qi"
"Adriatic",176.380089231086,0.0340942633644941,0.0212792697751538,0.0482081158678236,0.8,"median","qi"
"Adriatic",178.075781898511,0.0348154249142752,0.0219960296340922,0.0488300394884528,0.8,"median","qi"
"Adriatic",179.771474565936,0.0354766172269009,0.0227893174535205,0.0494257591669141,0.8,"median","qi"
"Adriatic",181.467167233361,0.0361453579345217,0.0235026018140567,0.0499720298424758,0.8,"median","qi"
"Adriatic",183.162859900787,0.0368133335452813,0.0241010829447267,0.050522495178214,0.8,"median","qi"
"Adriatic",184.858552568212,0.0374191896223828,0.0247473215263721,0.0510598742141813,0.8,"median","qi"
"Adriatic",186.554245235637,0.0379971922078198,0.0253740952006617,0.0514839807526505,0.8,"median","qi"
"Adriatic",188.249937903062,0.0385050568280886,0.0258511700521327,0.0519468440510369,0.8,"median","qi"
"Adriatic",189.945630570488,0.038986413341483,0.0263556854198869,0.0523630604457085,0.8,"median","qi"
"Adriatic",191.641323237913,0.0394383081411147,0.0267477600639821,0.0527737295969267,0.8,"median","qi"
"Adriatic",193.337015905338,0.0398374089754689,0.0271654467097801,0.0530546260033984,0.8,"median","qi"
"Adriatic",195.032708572763,0.0402068323323967,0.0274877849968701,0.0533163245048222,0.8,"median","qi"
"Adriatic",196.728401240189,0.0405442350482353,0.0277660051512365,0.0535404155729281,0.8,"median","qi"
"Adriatic",198.424093907614,0.0408254388245363,0.0279746674183509,0.0537781089116663,0.8,"median","qi"
"Adriatic",200.119786575039,0.0410282820910689,0.0280872699809876,0.0538573945650093,0.8,"median","qi"
"Adriatic",201.815479242464,0.0411639270934391,0.0281198130651746,0.0539788854746202,0.8,"median","qi"
"Adriatic",203.51117190989,0.041231229598675,0.0281808940099303,0.0540950933680612,0.8,"median","qi"
"Adriatic",205.206864577315,0.0412513493529167,0.0281175208278655,0.0540533431489353,0.8,"median","qi"
"Adriatic",206.90255724474,0.0412595120944102,0.0280802526891061,0.0540163795933045,0.8,"median","qi"
"Adriatic",208.598249912165,0.0411432356543059,0.0279065002343285,0.0539299892672907,0.8,"median","qi"
"Adriatic",210.293942579591,0.0410624131095862,0.0277234697092568,0.0537513457831136,0.8,"median","qi"
"Adriatic",211.989635247016,0.0408863005367968,0.0275241212160524,0.0535481168597029,0.8,"median","qi"
"Adriatic",213.685327914441,0.0406234060786978,0.0273463097146044,0.0533119476401538,0.8,"median","qi"
"Adriatic",215.381020581866,0.0403229219597527,0.026988352574534,0.0530226617037001,0.8,"median","qi"
"Adriatic",217.076713249292,0.0400088604119831,0.0265384855751484,0.052744956861384,0.8,"median","qi"
"Adriatic",218.772405916717,0.0396645873388337,0.0261268979935798,0.0524451417581225,0.8,"median","qi"
"Adriatic",220.468098584142,0.039253644353347,0.0256873824929186,0.0520601611654131,0.8,"median","qi"
"Adriatic",222.163791251567,0.0387695861928878,0.0251730273546858,0.0516438685949924,0.8,"median","qi"
"Adriatic",223.859483918993,0.0382722075106859,0.0245974934713743,0.0511714528481275,0.8,"median","qi"
"Adriatic",225.555176586418,0.0377515161731565,0.0240322286968144,0.0507042457075393,0.8,"median","qi"
"Adriatic",227.250869253843,0.0372312456239966,0.0234223961560611,0.050161418884087,0.8,"median","qi"
"Adriatic",228.946561921268,0.036622419153247,0.0227804314356204,0.0496604329226006,0.8,"median","qi"
"Adriatic",230.642254588694,0.0359902982204253,0.0221203096622676,0.0490704830031912,0.8,"median","qi"
"Adriatic",232.337947256119,0.0353371946873847,0.0214509602349776,0.0484985417481783,0.8,"median","qi"
"Adriatic",234.033639923544,0.0346650598850069,0.0207306015718803,0.0479064568837477,0.8,"median","qi"
"Adriatic",235.72933259097,0.0339540834385671,0.0200061105578886,0.0472835349237064,0.8,"median","qi"
"Adriatic",237.425025258395,0.0331823481460217,0.0192138693871987,0.0466329293947828,0.8,"median","qi"
"Adriatic",239.12071792582,0.0324154210417624,0.0185256222998008,0.0458744515374105,0.8,"median","qi"
"Adriatic",240.816410593245,0.0316076683660426,0.0177011165367756,0.0451969916521478,0.8,"median","qi"
"Adriatic",242.512103260671,0.0308228427640285,0.0169205627118227,0.0444837214867292,0.8,"median","qi"
"Adriatic",244.207795928096,0.0300228303916641,0.016143030040074,0.0437051448656624,0.8,"median","qi"
"Adriatic",245.903488595521,0.0291905378434388,0.0152398711471199,0.0429539319829258,0.8,"median","qi"
"Adriatic",247.599181262946,0.0283481299831309,0.0144004993647061,0.0421868117086136,0.8,"median","qi"
"Adriatic",249.294873930371,0.0274569134973498,0.0134830367554337,0.0412686090853816,0.8,"median","qi"
"Adriatic",250.990566597797,0.0265994247511041,0.0126495317385882,0.0404100652619696,0.8,"median","qi"
"Adriatic",252.686259265222,0.0257263113758373,0.0117096052446035,0.0395221021612681,0.8,"median","qi"
"Adriatic",254.381951932647,0.0248535971190253,0.0107793698718708,0.0386443122112458,0.8,"median","qi"
"Adriatic",256.077644600073,0.0239384811774877,0.00982580911198222,0.037736637245977,0.8,"median","qi"
"Adriatic",257.773337267498,0.0229826069428444,0.00897401444382571,0.0367824778062458,0.8,"median","qi"
"Adriatic",259.469029934923,0.0220275565813499,0.00807393507195592,0.03581922160415,0.8,"median","qi"
"Adriatic",261.164722602348,0.0210357887317679,0.00711464923706882,0.0349118044147914,0.8,"median","qi"
"Adriatic",262.860415269774,0.0200683834900721,0.00623003520876985,0.0339854185071464,0.8,"median","qi"
"Adriatic",264.556107937199,0.0191375451545833,0.00532576862904103,0.0329707987663398,0.8,"median","qi"
"Adriatic",266.251800604624,0.0182033760785715,0.00443459848112398,0.0319831921423539,0.8,"median","qi"
"Adriatic",267.947493272049,0.01723980503206,0.00348269306676331,0.0309961053336567,0.8,"median","qi"
"Adriatic",269.643185939475,0.0162810336051235,0.0025700775542337,0.0299447352284641,0.8,"median","qi"
"Adriatic",271.3388786069,0.0153475936079803,0.00162711952084955,0.0289097156268726,0.8,"median","qi"
"Adriatic",273.034571274325,0.0143341041595976,0.000701165871461892,0.0278830994974005,0.8,"median","qi"
"Adriatic",274.73026394175,0.0133766665654682,0,0.0268206811204028,0.8,"median","qi"
"Adriatic",276.425956609176,0.0123950833144808,0,0.0257421207700131,0.8,"median","qi"
"Adriatic",278.121649276601,0.0113873221355695,0,0.024654434102902,0.8,"median","qi"
"Adriatic",279.817341944026,0.0103995944348062,0,0.0235963596236934,0.8,"median","qi"
"Adriatic",281.513034611451,0.00941476532516117,0,0.0225700450957077,0.8,"median","qi"
"Adriatic",283.208727278877,0.00845851602915715,0,0.0214948434417148,0.8,"median","qi"
"Adriatic",284.904419946302,0.00748830249789207,0,0.0205168831777187,0.8,"median","qi"
"Adriatic",286.600112613727,0.00655096068347444,0,0.0195008930303908,0.8,"median","qi"
"Adriatic",288.295805281152,0.0055510438429526,0,0.0185048098784859,0.8,"median","qi"
"Adriatic",289.991497948578,0.00460565550173,0,0.0175458164126024,0.8,"median","qi"
"Adriatic",291.687190616003,0.00361509647480478,0,0.0166087805019135,0.8,"median","qi"
"Adriatic",293.382883283428,0.00262571956305216,0,0.0156550223435707,0.8,"median","qi"
"Adriatic",295.078575950853,0.00168809787103547,0,0.0147442783158813,0.8,"median","qi"
"Adriatic",296.774268618279,0.000755421179220311,0,0.0138784650195065,0.8,"median","qi"
"Adriatic",298.469961285704,0,0,0.0130328411798455,0.8,"median","qi"
"Adriatic",300.165653953129,0,0,0.0122329412191693,0.8,"median","qi"
"Adriatic",301.861346620554,0,0,0.0113996110313458,0.8,"median","qi"
"Adriatic",303.55703928798,0,0,0.0106019873737338,0.8,"median","qi"
"Adriatic",305.252731955405,0,0,0.00988878269500222,0.8,"median","qi"
"Adriatic",306.94842462283,0,0,0.00908502431726945,0.8,"median","qi"
"Adriatic",308.644117290255,0,0,0.00837329144219047,0.8,"median","qi"
"Adriatic",310.339809957681,0,0,0.00769256856370849,0.8,"median","qi"
"Adriatic",312.035502625106,0,0,0.00705349004484822,0.8,"median","qi"
"Adriatic",313.731195292531,0,0,0.00645464241131614,0.8,"median","qi"
"Adriatic",315.426887959956,0,0,0.00577460494611642,0.8,"median","qi"
"Adriatic",317.122580627382,0,0,0.00515622580809093,0.8,"median","qi"
"Adriatic",318.818273294807,0,0,0.00458768658359599,0.8,"median","qi"
"Adriatic",320.513965962232,0,0,0.00402980122663388,0.8,"median","qi"
"Adriatic",322.209658629657,0,0,0.00355112850362214,0.8,"median","qi"
"Adriatic",323.905351297083,0,0,0.0030486330441659,0.8,"median","qi"
"Adriatic",325.601043964508,0,0,0.0025750052092173,0.8,"median","qi"
"Adriatic",327.296736631933,0,0,0.0020989425721979,0.8,"median","qi"
"Adriatic",328.992429299358,0,0,0.00168345090472912,0.8,"median","qi"
"Adriatic",330.688121966784,0,0,0.00126266229631933,0.8,"median","qi"
"Adriatic",332.383814634209,0,0,0.000868239761459538,0.8,"median","qi"
"Adriatic",334.079507301634,0,0,0.000551609331160517,0.8,"median","qi"
"Adriatic",335.775199969059,0,0,0.000269745657001563,0.8,"median","qi"
"Adriatic",337.470892636485,0,0,6.50414863885433e-06,0.8,"median","qi"
"Adriatic",339.16658530391,0,0,0,0.8,"median","qi"
"Adriatic",340.862277971335,0,0,0,0.8,"median","qi"
"Adriatic",342.55797063876,0,0,0,0.8,"median","qi"
"Adriatic",344.253663306186,0,0,0,0.8,"median","qi"
"Adriatic",345.949355973611,0,0,0,0.8,"median","qi"
"Adriatic",347.645048641036,0,0,0,0.8,"median","qi"
"Adriatic",349.340741308461,0,0,0,0.8,"median","qi"
"Cyprus",11.9209819745566,0.0333637231045214,0.0314399523659291,0.0352915415697786,0.8,"median","qi"
"Cyprus",12.6028343307812,0.0331964820262981,0.0312985423574066,0.0350993127189652,0.8,"median","qi"
"Cyprus",13.2846866870058,0.0330365118963772,0.0311494354586083,0.0349045047338817,0.8,"median","qi"
"Cyprus",13.9665390432304,0.0328718246634629,0.0309927174641868,0.034725218707541,0.8,"median","qi"
"Cyprus",14.648391399455,0.0327032187006809,0.0308408025898144,0.0345571236235949,0.8,"median","qi"
"Cyprus",15.3302437556796,0.0325568354055284,0.0306803507674225,0.0343949577108884,0.8,"median","qi"
"Cyprus",16.0120961119042,0.0324051392874156,0.0305165762006555,0.0342513776095596,0.8,"median","qi"
"Cyprus",16.6939484681288,0.0322643612689089,0.0303637135286192,0.0341160670124256,0.8,"median","qi"
"Cyprus",17.3758008243533,0.03213584940126,0.0302295407818843,0.0339920879948133,0.8,"median","qi"
"Cyprus",18.0576531805779,0.0320212420917202,0.030103523280843,0.0338768626966566,0.8,"median","qi"
"Cyprus",18.7395055368025,0.0319230744840158,0.0299748224749652,0.0337797153764596,0.8,"median","qi"
"Cyprus",19.4213578930271,0.0318341616538691,0.029872856410908,0.0337009497956841,0.8,"median","qi"
"Cyprus",20.1032102492517,0.0317632310347926,0.0297709684640256,0.0336456982001277,0.8,"median","qi"
"Cyprus",20.7850626054763,0.0317145644102534,0.029686492970025,0.0336115001195269,0.8,"median","qi"
"Cyprus",21.4669149617009,0.0316738612679093,0.0296144622553548,0.0335961398796529,0.8,"median","qi"
"Cyprus",22.1487673179255,0.0316555110076118,0.0295729048813747,0.0335843187265326,0.8,"median","qi"
"Cyprus",22.83061967415,0.0316528772495361,0.0295431782240203,0.0335918157489543,0.8,"median","qi"
"Cyprus",23.5124720303746,0.0316646431694352,0.0295354530100396,0.0336187844720493,0.8,"median","qi"
"Cyprus",24.1943243865992,0.031688914851508,0.0295514972165017,0.0336717507421212,0.8,"median","qi"
"Cyprus",24.8761767428238,0.0317426202389339,0.0295921509855093,0.0337283395744603,0.8,"median","qi"
"Cyprus",25.5580290990484,0.0318141092627126,0.0296606668477886,0.0338058446596579,0.8,"median","qi"
"Cyprus",26.239881455273,0.0319035746116291,0.0297446904056544,0.0339042684051541,0.8,"median","qi"
"Cyprus",26.9217338114976,0.0320149954224689,0.0298589187868349,0.0340159945894198,0.8,"median","qi"
"Cyprus",27.6035861677221,0.0321426694417788,0.0299925818201399,0.0341532367354572,0.8,"median","qi"
"Cyprus",28.2854385239467,0.0322877748725872,0.030150513988736,0.0343104700727669,0.8,"median","qi"
"Cyprus",28.9672908801713,0.0324549250240593,0.0303336056708368,0.0344779894379541,0.8,"median","qi"
"Cyprus",29.6491432363959,0.0326402258139929,0.0305441686495189,0.0346619761202943,0.8,"median","qi"
"Cyprus",30.3309955926205,0.0328478169459935,0.0307607714563845,0.0348643295177887,0.8,"median","qi"
"Cyprus",31.0128479488451,0.0330698416930286,0.0309960211107393,0.035088175514034,0.8,"median","qi"
"Cyprus",31.6947003050697,0.0333141432937664,0.031249812623901,0.0353256799139225,0.8,"median","qi"
"Cyprus",32.3765526612943,0.0335668286523274,0.0315284065098046,0.0355774253874241,0.8,"median","qi"
"Cyprus",33.0584050175189,0.0338367749529897,0.031810668646881,0.0358400133391436,0.8,"median","qi"
"Cyprus",33.7402573737434,0.0341243746037283,0.0321137790395367,0.0361104954227427,0.8,"median","qi"
"Cyprus",34.422109729968,0.0344322788695111,0.0324382699539113,0.0364066104735622,0.8,"median","qi"
"Cyprus",35.1039620861926,0.034741700688991,0.0327629735094579,0.0367153437952201,0.8,"median","qi"
"Cyprus",35.7858144424172,0.0350614117993655,0.0330948432680628,0.037036290470956,0.8,"median","qi"
"Cyprus",36.4676667986418,0.0353963315275464,0.0334352315667205,0.0373727305485327,0.8,"median","qi"
"Cyprus",37.1495191548664,0.0357368047563656,0.0337753033969748,0.0377078767197074,0.8,"median","qi"
"Cyprus",37.831371511091,0.0360914278422696,0.0341182757937346,0.0380747651973636,0.8,"median","qi"
"Cyprus",38.5132238673155,0.0364485187455524,0.034480293131748,0.0384331621812603,0.8,"median","qi"
"Cyprus",39.1950762235401,0.0368201104405789,0.0348448020802513,0.0388022219160211,0.8,"median","qi"
"Cyprus",39.8769285797647,0.0372011911200558,0.0351949713805967,0.0391907702260866,0.8,"median","qi"
"Cyprus",40.5587809359893,0.037579907204841,0.0355548505924148,0.0395761965785341,0.8,"median","qi"
"Cyprus",41.2406332922139,0.0379682924417486,0.0359211594373684,0.0399797335678297,0.8,"median","qi"
"Cyprus",41.9224856484385,0.0383459001193974,0.0362922908464222,0.0403807973634015,0.8,"median","qi"
"Cyprus",42.6043380046631,0.0387369859379611,0.0366510613366153,0.04079191026559,0.8,"median","qi"
"Cyprus",43.2861903608877,0.0391244095105334,0.037011053420037,0.0412065210685403,0.8,"median","qi"
"Cyprus",43.9680427171122,0.0395081023208047,0.0373788806061814,0.0416224748039189,0.8,"median","qi"
"Cyprus",44.6498950733368,0.0398936032375409,0.037744962303651,0.0420303048165027,0.8,"median","qi"
"Cyprus",45.3317474295614,0.0402847573359553,0.0381123123281054,0.0424413684854085,0.8,"median","qi"
"Cyprus",46.013599785786,0.0406705034629497,0.0384701772832852,0.0428523677904185,0.8,"median","qi"
"Cyprus",46.6954521420106,0.0410509472499006,0.0388327376373175,0.0432576486288698,0.8,"median","qi"
"Cyprus",47.3773044982352,0.0414281784275356,0.0391812875728837,0.043669123665478,0.8,"median","qi"
"Cyprus",48.0591568544598,0.0417967147947148,0.0395312140105688,0.04406295225108,0.8,"median","qi"
"Cyprus",48.7410092106844,0.0421683727235924,0.039868693517416,0.044468421360156,0.8,"median","qi"
"Cyprus",49.4228615669089,0.0425310843602373,0.0402017169321429,0.0448516028649251,0.8,"median","qi"
"Cyprus",50.1047139231335,0.0428896960550726,0.0405264526629826,0.0452275483806505,0.8,"median","qi"
"Cyprus",50.7865662793581,0.0432393850443264,0.0408567301789811,0.0455903629021382,0.8,"median","qi"
"Cyprus",51.4684186355827,0.0435790212332667,0.0411722826887941,0.0459388897834625,0.8,"median","qi"
"Cyprus",52.1502709918073,0.0439086945801767,0.0414799619178849,0.0462901073390605,0.8,"median","qi"
"Cyprus",52.8321233480319,0.0442347078647866,0.0417818066086771,0.0466337308478283,0.8,"median","qi"
"Cyprus",53.5139757042565,0.0445485732507648,0.0420761696405061,0.0469625661848527,0.8,"median","qi"
"Cyprus",54.1958280604811,0.0448555363794653,0.0423696567203022,0.0472761259310372,0.8,"median","qi"
"Cyprus",54.8776804167056,0.0451480716524232,0.0426502204435318,0.0475752452141315,0.8,"median","qi"
"Cyprus",55.5595327729302,0.0454327209687552,0.0429228095461215,0.0478708063890165,0.8,"median","qi"
"Cyprus",56.2413851291548,0.0457059708276191,0.0431974058539606,0.0481604046403351,0.8,"median","qi"
"Cyprus",56.9232374853794,0.0459749173140638,0.0434555697553253,0.048436555634831,0.8,"median","qi"
"Cyprus",57.605089841604,0.0462267617423236,0.0437088122123852,0.0487008349601102,0.8,"median","qi"
"Cyprus",58.2869421978286,0.0464679528955387,0.043961346516831,0.0489595824527606,0.8,"median","qi"
"Cyprus",58.9687945540532,0.046693034388223,0.0441839912702259,0.0492180812839666,0.8,"median","qi"
"Cyprus",59.6506469102778,0.0469240280166325,0.0443978368295689,0.0494718846087562,0.8,"median","qi"
"Cyprus",60.3324992665023,0.0471494798710185,0.0446153339311855,0.049688837117815,0.8,"median","qi"
"Cyprus",61.0143516227269,0.0473594776125222,0.0448082293973123,0.0499121798365125,0.8,"median","qi"
"Cyprus",61.6962039789515,0.0475594420661085,0.0450066679395833,0.0501166109438192,0.8,"median","qi"
"Cyprus",62.3780563351761,0.0477461429929971,0.0452053668843728,0.0503238538672307,0.8,"median","qi"
"Cyprus",63.0599086914007,0.047925992099883,0.045374445958139,0.0505169151185813,0.8,"median","qi"
"Cyprus",63.7417610476253,0.0480913007147454,0.0455444682260182,0.0506937298479274,0.8,"median","qi"
"Cyprus",64.4236134038499,0.0482491691833651,0.0457032721714881,0.0508709295672529,0.8,"median","qi"
